!Date	Height (m)
2008-09-12 00:00:00	38.09313583
2008-09-13 00:00:00	38.13887024
2008-09-14 00:00:00	38.22094345
2008-09-15 00:00:00	38.32679367
2008-09-16 00:00:00	38.40147018
2008-09-17 00:00:00	38.44450378
2008-09-18 00:00:00	38.48152161
2008-09-19 00:00:00	38.509552
2008-09-20 00:00:00	38.53894043
2008-09-21 00:00:00	38.60336304
2008-09-22 00:00:00	38.68102646
2008-09-23 00:00:00	38.735672
2008-09-24 00:00:00	38.76580811
2008-09-25 00:00:00	38.73940277
2008-09-26 00:00:00	38.71956635
2008-09-27 00:00:00	38.70474625
2008-09-28 00:00:00	38.73189926
2008-09-29 00:00:00	38.77781677
2008-09-30 00:00:00	38.84388733
2008-10-01 00:00:00	38.80263519
2008-10-02 00:00:00	38.78382492
2008-10-03 00:00:00	38.73032761
2008-10-04 00:00:00	38.71875763
2008-10-05 00:00:00	38.71773911
2008-10-06 00:00:00	38.73485184
2008-10-07 00:00:00	38.81793213
2008-10-08 00:00:00	38.86690903
2008-10-09 00:00:00	38.86991119
2008-10-10 00:00:00	38.92832184
2008-10-11 00:00:00	39.00404358
2008-10-12 00:00:00	39.09342194
2008-10-13 00:00:00	39.18536377
2008-10-14 00:00:00	39.23877335
2008-10-15 00:00:00	39.30319977
2008-10-16 00:00:00	39.35139465
2008-10-17 00:00:00	39.42537689
2008-10-18 00:00:00	39.50303268
2008-10-19 00:00:00	39.57277298
2008-10-20 00:00:00	39.64068222
2008-10-21 00:00:00	39.65569687
2008-10-22 00:00:00	39.59843826
2008-10-23 00:00:00	39.57461548
2008-10-24 00:00:00	39.54758835
2008-10-25 00:00:00	39.4836998
2008-10-26 00:00:00	39.48952866
2008-10-27 00:00:00	39.48952866
2008-10-28 00:00:00	39.52356339
2008-10-29 00:00:00	39.45005035
2008-10-30 00:00:00	39.38824844
2008-10-31 00:00:00	39.32925034
2008-11-01 00:00:00	39.32436752
2008-11-02 00:00:00	39.32436752
2008-11-03 00:00:00	39.32937241
2008-11-04 00:00:00	39.32937241
2008-11-05 00:00:00	39.36040115
2008-11-06 00:00:00	39.35539627
2008-11-07 00:00:00	39.35339355
2008-11-08 00:00:00	39.37241364
2008-11-09 00:00:00	39.3824234
2008-11-10 00:00:00	39.39143181
2008-11-11 00:00:00	39.40044022
2008-11-12 00:00:00	39.42746735
2008-11-13 00:00:00	39.44848633
2008-11-14 00:00:00	39.46150208
2008-11-15 00:00:00	39.48021698
2008-11-16 00:00:00	39.49750137
2008-11-17 00:00:00	39.49440002
2008-11-18 00:00:00	39.46950912
2008-11-19 00:00:00	39.46842575
2008-11-20 00:00:00	39.49153137
2008-11-21 00:00:00	39.50154114
2008-11-22 00:00:00	39.49137878
2008-11-23 00:00:00	39.50865173
2008-11-24 00:00:00	39.51755905
2008-11-25 00:00:00	39.54558563
2008-11-26 00:00:00	39.56522369
2008-11-27 00:00:00	39.57661819
2008-11-28 00:00:00	39.60364532
2008-11-29 00:00:00	39.64268494
2008-11-30 00:00:00	39.68572617
2008-12-01 00:00:00	39.70975113
2008-12-02 00:00:00	39.71575546
2008-12-03 00:00:00	39.71375275
2008-12-04 00:00:00	39.70174026
2008-12-05 00:00:00	39.72276306
2008-12-06 00:00:00	39.75780106
2008-12-07 00:00:00	39.78482437
2008-12-08 00:00:00	39.82429123
2008-12-09 00:00:00	39.86690903
2008-12-10 00:00:00	39.88292313
2008-12-11 00:00:00	39.91759872
2008-12-12 00:00:00	39.94098282
2008-12-13 00:00:00	40.013492585
2008-12-14 00:00:00	40.08600235
2008-12-15 00:00:00	40.13119125
2008-12-16 00:00:00	40.17435837
2008-12-17 00:00:00	40.2232666
2008-12-18 00:00:00	40.23227692
2008-12-19 00:00:00	40.23427582
2008-12-20 00:00:00	40.23828125
2008-12-21 00:00:00	40.2462883
2008-12-22 00:00:00	40.31935883
2008-12-23 00:00:00	40.34038162
2008-12-24 00:00:00	40.29466248
2008-12-25 00:00:00	40.2621727
2008-12-26 00:00:00	40.26130295
2008-12-27 00:00:00	40.32036209
2008-12-28 00:00:00	40.35339355
2008-12-29 00:00:00	40.41721344
2008-12-30 00:00:00	40.44849014
2008-12-31 00:00:00	40.38167191
2009-01-01 00:00:00	40.31444168
2009-01-02 00:00:00	40.23338318
2009-01-03 00:00:00	40.16690063
2009-01-04 00:00:00	40.14618683
2009-01-05 00:00:00	40.13718033
2009-01-06 00:00:00	40.12817001
2009-01-07 00:00:00	40.10614777
2009-01-08 00:00:00	40.07211304
2009-01-09 00:00:00	40.03407288
2009-01-10 00:00:00	40.00404358
2009-01-11 00:00:00	40.01387024
2009-01-12 00:00:00	40.02706528
2009-01-13 00:00:00	39.98931122
2009-01-14 00:00:00	39.922966
2009-01-15 00:00:00	39.86690903
2009-01-16 00:00:00	39.7978363
2009-01-17 00:00:00	39.71353149
2009-01-18 00:00:00	39.69773865
2009-01-19 00:00:00	39.67471695
2009-01-20 00:00:00	39.60264587
2009-01-21 00:00:00	39.54458618
2009-01-22 00:00:00	39.47651672
2009-01-23 00:00:00	39.4124527
2009-01-24 00:00:00	39.34038162
2009-01-25 00:00:00	39.33237457
2009-01-26 00:00:00	39.33437729
2009-01-27 00:00:00	39.33837891
2009-01-28 00:00:00	39.281822205
2009-01-29 00:00:00	39.2252655
2009-01-30 00:00:00	39.19723892
2009-01-31 00:00:00	39.15319443
2009-02-01 00:00:00	39.09513474
2009-02-02 00:00:00	39.08312225
2009-02-03 00:00:00	39.01720047
2009-02-04 00:00:00	38.94178391
2009-02-05 00:00:00	38.85489655
2009-02-06 00:00:00	38.73247147
2009-02-07 00:00:00	38.62466431
2009-02-08 00:00:00	38.50054169
2009-02-09 00:00:00	38.45772934
2009-02-10 00:00:00	38.37812424
2009-02-11 00:00:00	38.28132248
2009-02-12 00:00:00	38.17797089
2009-02-13 00:00:00	38.10914993
2009-02-14 00:00:00	38.00319672
2009-02-15 00:00:00	37.96300507
2009-02-16 00:00:00	37.95699692
2009-02-17 00:00:00	37.89693642
2009-02-18 00:00:00	37.83687592
2009-02-19 00:00:00	37.76580811
2009-02-20 00:00:00	37.70174408
2009-02-21 00:00:00	37.62559891
2009-02-22 00:00:00	37.60364532
2009-02-23 00:00:00	37.59063339
2009-02-24 00:00:00	37.53028488
2009-02-25 00:00:00	37.48252487
2009-02-26 00:00:00	37.3879776
2009-02-27 00:00:00	37.32936859
2009-02-28 00:00:00	37.2673111
2009-03-01 00:00:00	37.2022438
2009-03-02 00:00:00	37.20524597
2009-03-03 00:00:00	37.18266678
2009-03-04 00:00:00	37.1491127
2009-03-05 00:00:00	37.09713745
2009-03-06 00:00:00	37.04008102
2009-03-07 00:00:00	36.99303436
2009-03-08 00:00:00	36.93998337
2009-03-09 00:00:00	36.95099258
2009-03-10 00:00:00	36.97149658
2009-03-11 00:00:00	36.95400238
2009-03-12 00:00:00	36.88170624
2009-03-13 00:00:00	36.80817413
2009-03-14 00:00:00	36.75079346
2009-03-15 00:00:00	36.71175385
2009-03-16 00:00:00	36.73677826
2009-03-17 00:00:00	36.75880051
2009-03-18 00:00:00	36.70774841
2009-03-19 00:00:00	36.63524628
2009-03-20 00:00:00	36.57790375
2009-03-21 00:00:00	36.51968765
2009-03-22 00:00:00	36.48273468
2009-03-23 00:00:00	36.52481079
2009-03-24 00:00:00	36.53857803
2009-03-25 00:00:00	36.51255035
2009-03-26 00:00:00	36.5348654341975
2009-03-27 00:00:00	36.5571805183951
2009-03-28 00:00:00	36.5794956025926
2009-03-29 00:00:00	36.6018106867901
2009-03-30 00:00:00	36.6241257709877
2009-03-31 00:00:00	36.6464408551852
2009-04-01 00:00:00	36.6687559393827
2009-04-02 00:00:00	36.6910710235802
2009-04-03 00:00:00	36.7133861077778
2009-04-04 00:00:00	36.7357011919753
2009-04-05 00:00:00	36.7580162761728
2009-04-06 00:00:00	36.7803313603704
2009-04-07 00:00:00	36.8026464445679
2009-04-08 00:00:00	36.8249615287654
2009-04-09 00:00:00	36.847276612963
2009-04-10 00:00:00	36.8695916971605
2009-04-11 00:00:00	36.891906781358
2009-04-12 00:00:00	36.9142218655556
2009-04-13 00:00:00	36.9365369497531
2009-04-14 00:00:00	36.9588520339506
2009-04-15 00:00:00	36.9811671181482
2009-04-16 00:00:00	37.0034822023457
2009-04-17 00:00:00	37.0257972865432
2009-04-18 00:00:00	37.0481123707407
2009-04-19 00:00:00	37.0704274549383
2009-04-20 00:00:00	37.0927425391358
2009-04-21 00:00:00	37.1150576233333
2009-04-22 00:00:00	37.1373727075309
2009-04-23 00:00:00	37.1596877917284
2009-04-24 00:00:00	37.1820028759259
2009-04-25 00:00:00	37.2043179601235
2009-04-26 00:00:00	37.226633044321
2009-04-27 00:00:00	37.2489481285185
2009-04-28 00:00:00	37.2712632127161
2009-04-29 00:00:00	37.2935782969136
2009-04-30 00:00:00	37.3158933811111
2009-05-01 00:00:00	37.3382084653086
2009-05-02 00:00:00	37.3605235495062
2009-05-03 00:00:00	37.3828386337037
2009-05-04 00:00:00	37.4051537179012
2009-05-05 00:00:00	37.4274688020988
2009-05-06 00:00:00	37.4497838862963
2009-05-07 00:00:00	37.4720989704938
2009-05-08 00:00:00	37.4944140546914
2009-05-09 00:00:00	37.5167291388889
2009-05-10 00:00:00	37.5390442230864
2009-05-11 00:00:00	37.561359307284
2009-05-12 00:00:00	37.5836743914815
2009-05-13 00:00:00	37.605989475679
2009-05-14 00:00:00	37.6283045598765
2009-05-15 00:00:00	37.6506196440741
2009-05-16 00:00:00	37.6729347282716
2009-05-17 00:00:00	37.6952498124691
2009-05-18 00:00:00	37.7175648966667
2009-05-19 00:00:00	37.7398799808642
2009-05-20 00:00:00	37.7621950650617
2009-05-21 00:00:00	37.7845101492593
2009-05-22 00:00:00	37.8068252334568
2009-05-23 00:00:00	37.8291403176543
2009-05-24 00:00:00	37.8514554018519
2009-05-25 00:00:00	37.8737704860494
2009-05-26 00:00:00	37.8960855702469
2009-05-27 00:00:00	37.9184006544444
2009-05-28 00:00:00	37.940715738642
2009-05-29 00:00:00	37.9630308228395
2009-05-30 00:00:00	37.985345907037
2009-05-31 00:00:00	38.0076609912346
2009-06-01 00:00:00	38.0299760754321
2009-06-02 00:00:00	38.0522911596296
2009-06-03 00:00:00	38.0746062438272
2009-06-04 00:00:00	38.0969213280247
2009-06-05 00:00:00	38.1192364122222
2009-06-06 00:00:00	38.1415514964198
2009-06-07 00:00:00	38.1638665806173
2009-06-08 00:00:00	38.1861816648148
2009-06-09 00:00:00	38.2084967490123
2009-06-10 00:00:00	38.2308118332099
2009-06-11 00:00:00	38.2531269174074
2009-06-12 00:00:00	38.2754420016049
2009-06-13 00:00:00	38.2977570858025
2009-06-14 00:00:00	38.32007217
2009-06-15 00:00:00	38.3423872541975
2009-06-16 00:00:00	38.3647023383951
2009-06-17 00:00:00	38.3870174225926
2009-06-18 00:00:00	38.4093325067901
2009-06-19 00:00:00	38.4316475909877
2009-06-20 00:00:00	38.4539626751852
2009-06-21 00:00:00	38.4762777593827
2009-06-22 00:00:00	38.4985928435802
2009-06-23 00:00:00	38.5209079277778
2009-06-24 00:00:00	38.5432230119753
2009-06-25 00:00:00	38.5655380961728
2009-06-26 00:00:00	38.5878531803704
2009-06-27 00:00:00	38.6101682645679
2009-06-28 00:00:00	38.6324833487654
2009-06-29 00:00:00	38.654798432963
2009-06-30 00:00:00	38.6771135171605
2009-07-01 00:00:00	38.699428601358
2009-07-02 00:00:00	38.7217436855556
2009-07-03 00:00:00	38.7440587697531
2009-07-04 00:00:00	38.7663738539506
2009-07-05 00:00:00	38.7886889381481
2009-07-06 00:00:00	38.8110040223457
2009-07-07 00:00:00	38.8333191065432
2009-07-08 00:00:00	38.8556341907407
2009-07-09 00:00:00	38.8779492749383
2009-07-10 00:00:00	38.9002643591358
2009-07-11 00:00:00	38.9225794433333
2009-07-12 00:00:00	38.9448945275309
2009-07-13 00:00:00	38.9672096117284
2009-07-14 00:00:00	38.9895246959259
2009-07-15 00:00:00	39.0118397801235
2009-07-16 00:00:00	39.034154864321
2009-07-17 00:00:00	39.0564699485185
2009-07-18 00:00:00	39.078785032716
2009-07-19 00:00:00	39.1011001169136
2009-07-20 00:00:00	39.1234152011111
2009-07-21 00:00:00	39.1457302853086
2009-07-22 00:00:00	39.1680453695062
2009-07-23 00:00:00	39.1903604537037
2009-07-24 00:00:00	39.2126755379012
2009-07-25 00:00:00	39.2349906220988
2009-07-26 00:00:00	39.2573057062963
2009-07-27 00:00:00	39.2796207904938
2009-07-28 00:00:00	39.3019358746914
2009-07-29 00:00:00	39.3242509588889
2009-07-30 00:00:00	39.3465660430864
2009-07-31 00:00:00	39.3688811272839
2009-08-01 00:00:00	39.3911962114815
2009-08-02 00:00:00	39.413511295679
2009-08-03 00:00:00	39.4358263798765
2009-08-04 00:00:00	39.4581414640741
2009-08-05 00:00:00	39.4804565482716
2009-08-06 00:00:00	39.5027716324691
2009-08-07 00:00:00	39.5250867166667
2009-08-08 00:00:00	39.5474018008642
2009-08-09 00:00:00	39.5697168850617
2009-08-10 00:00:00	39.5920319692593
2009-08-11 00:00:00	39.6143470534568
2009-08-12 00:00:00	39.6366621376543
2009-08-13 00:00:00	39.6589772218519
2009-08-14 00:00:00	39.6812923060494
2009-08-15 00:00:00	39.7036073902469
2009-08-16 00:00:00	39.7259224744444
2009-08-17 00:00:00	39.748237558642
2009-08-18 00:00:00	39.7705526428395
2009-08-19 00:00:00	39.792867727037
2009-08-20 00:00:00	39.8151828112346
2009-08-21 00:00:00	39.8374978954321
2009-08-22 00:00:00	39.8598129796296
2009-08-23 00:00:00	39.8821280638272
2009-08-24 00:00:00	39.9044431480247
2009-08-25 00:00:00	39.9267582322222
2009-08-26 00:00:00	39.9490733164198
2009-08-27 00:00:00	39.9713884006173
2009-08-28 00:00:00	39.9937034848148
2009-08-29 00:00:00	40.0160185690123
2009-08-30 00:00:00	40.0383336532099
2009-08-31 00:00:00	40.0606487374074
2009-09-01 00:00:00	40.0829638216049
2009-09-02 00:00:00	40.1052789058025
2009-09-03 00:00:00	40.12759399
2009-09-04 00:00:00	40.14712906
2009-09-05 00:00:00	40.13736343
2009-09-06 00:00:00	40.14712906
2009-09-07 00:00:00	40.14712906
2009-09-08 00:00:00	40.17155075
2009-09-09 00:00:00	40.19597244
2009-09-10 00:00:00	40.19597244
2009-09-11 00:00:00	40.22000122
2009-09-12 00:00:00	40.23504257
2009-09-13 00:00:00	40.26434708
2009-09-14 00:00:00	40.32295609
2009-09-15 00:00:00	40.298536305
2009-09-16 00:00:00	40.27411652
2009-09-17 00:00:00	40.27323914
2009-09-18 00:00:00	40.31318665
2009-09-19 00:00:00	40.37176895
2009-09-20 00:00:00	40.34663773
2009-09-21 00:00:00	40.32151031
2009-09-22 00:00:00	40.29637909
2009-09-23 00:00:00	40.27124786
2009-09-24 00:00:00	40.24612045
2009-09-25 00:00:00	40.22098923
2009-09-26 00:00:00	40.195858
2009-09-27 00:00:00	40.17073059
2009-09-28 00:00:00	40.14559937
2009-09-29 00:00:00	40.12046814
2009-09-30 00:00:00	40.09533691
2009-10-01 00:00:00	40.0702095
2009-10-02 00:00:00	40.04507828
2009-10-03 00:00:00	40.01994705
2009-10-04 00:00:00	39.99481964
2009-10-05 00:00:00	39.97073364
2009-10-06 00:00:00	39.94560623
2009-10-07 00:00:00	39.92047501
2009-10-08 00:00:00	39.89534378
2009-10-09 00:00:00	39.87021637
2009-10-10 00:00:00	39.84508514
2009-10-11 00:00:00	39.81995392
2009-10-12 00:00:00	39.79482269
2009-10-13 00:00:00	39.76969528
2009-10-14 00:00:00	39.74456406
2009-10-15 00:00:00	39.71943283
2009-10-16 00:00:00	39.69430542
2009-10-17 00:00:00	39.66917419
2009-10-18 00:00:00	39.64404297
2009-10-19 00:00:00	39.61891556
2009-10-20 00:00:00	39.59378433
2009-10-21 00:00:00	39.56865311
2009-10-22 00:00:00	39.54352188
2009-10-23 00:00:00	39.51839447
2009-10-24 00:00:00	39.49326324
2009-10-25 00:00:00	39.46813202
2009-10-26 00:00:00	39.44300461
2009-10-27 00:00:00	39.41787338
2009-10-28 00:00:00	39.39274216
2009-10-29 00:00:00	39.36761093
2009-10-30 00:00:00	39.34248352
2009-10-31 00:00:00	39.31735229
2009-11-01 00:00:00	39.29222107
2009-11-02 00:00:00	39.26709366
2009-11-03 00:00:00	39.24196243
2009-11-04 00:00:00	39.21683121
2009-11-05 00:00:00	39.1917038
2009-11-06 00:00:00	39.16657257
2009-11-07 00:00:00	39.14144135
2009-11-08 00:00:00	39.11631012
2009-11-09 00:00:00	39.09118271
2009-11-10 00:00:00	39.06605148
2009-11-11 00:00:00	39.04092026
2009-11-12 00:00:00	39.01579285
2009-11-13 00:00:00	38.99066162
2009-11-14 00:00:00	38.9655304
2009-11-15 00:00:00	38.94039917
2009-11-16 00:00:00	38.91527176
2009-11-17 00:00:00	38.89014053
2009-11-18 00:00:00	38.86500931
2009-11-19 00:00:00	38.8398819
2009-11-20 00:00:00	38.81475067
2009-11-21 00:00:00	38.78961945
2009-11-22 00:00:00	38.76449203
2009-11-23 00:00:00	38.73936081
2009-11-24 00:00:00	38.71422958
2009-11-25 00:00:00	38.68909836
2009-11-26 00:00:00	38.66397095
2009-11-27 00:00:00	38.63883972
2009-11-28 00:00:00	38.6137085
2009-11-29 00:00:00	38.58858109
2009-11-30 00:00:00	38.56344986
2009-12-01 00:00:00	38.53831863
2009-12-02 00:00:00	38.51319122
2009-12-03 00:00:00	38.48806
2009-12-04 00:00:00	38.46292877
2009-12-05 00:00:00	38.43779755
2009-12-06 00:00:00	38.41267014
2009-12-07 00:00:00	38.38753891
2009-12-08 00:00:00	38.36240768
2009-12-09 00:00:00	38.33728027
2009-12-10 00:00:00	38.31214905
2009-12-11 00:00:00	38.28701782
2009-12-12 00:00:00	38.2618866
2009-12-13 00:00:00	38.23675919
2009-12-14 00:00:00	38.21162796
2009-12-15 00:00:00	38.18649673
2009-12-16 00:00:00	38.16136932
2009-12-17 00:00:00	38.1362381
2009-12-18 00:00:00	38.11110687
2009-12-19 00:00:00	38.08597946
2009-12-20 00:00:00	38.06084824
2009-12-21 00:00:00	38.03571701
2009-12-22 00:00:00	38.01058578
2009-12-23 00:00:00	37.98545837
2009-12-24 00:00:00	37.95458603
2009-12-25 00:00:00	37.82910538
2009-12-26 00:00:00	37.8340683
2009-12-27 00:00:00	37.6738739
2009-12-28 00:00:00	37.5652504
2009-12-29 00:00:00	37.91701889
2009-12-30 00:00:00	37.38578796
2009-12-31 00:00:00	37.33824158
2010-01-01 00:00:00	37.16593552
2010-01-02 00:00:00	37.06419373
2010-01-03 00:00:00	37.05340576
2010-01-04 00:00:00	37.37151337
2010-01-05 00:00:00	36.90012741
2010-01-06 00:00:00	36.71696091
2010-01-07 00:00:00	36.52007294
2010-01-08 00:00:00	36.49063873
2010-01-09 00:00:00	36.26800919
2010-01-10 00:00:00	36.4798851
2010-01-11 00:00:00	36.01432419
2010-01-12 00:00:00	36.16253281
2010-01-13 00:00:00	35.71128464
2010-01-14 00:00:00	35.61965942
2010-01-15 00:00:00	35.49951172
2010-01-16 00:00:00	35.47450638
2010-01-17 00:00:00	35.38766861
2010-01-18 00:00:00	35.22405243
2010-01-19 00:00:00	35.15079498
2010-01-20 00:00:00	36.12857437
2010-01-21 00:00:00	35.45848465
2010-01-22 00:00:00	34.9153862
2010-01-23 00:00:00	34.75762939
2010-01-24 00:00:00	34.69267273
2010-01-25 00:00:00	34.58327103
2010-01-26 00:00:00	34.49926758
2010-01-27 00:00:00	34.38156128
2010-01-28 00:00:00	34.31758118
2010-01-29 00:00:00	34.25946426
2010-01-30 00:00:00	34.01868057
2010-01-31 00:00:00	33.98742294
2010-02-01 00:00:00	33.86825562
2010-02-02 00:00:00	33.85653305
2010-02-03 00:00:00	33.64945221
2010-02-04 00:00:00	33.53418732
2010-02-05 00:00:00	33.43650818
2010-02-06 00:00:00	33.34859467
2010-02-07 00:00:00	33.2387085
2010-02-08 00:00:00	33.11220932
2010-02-09 00:00:00	33.07509232
2010-02-10 00:00:00	33.11090851
2010-02-11 00:00:00	32.78595734
2010-02-12 00:00:00	32.73321152
2010-02-13 00:00:00	32.63797379
2010-02-14 00:00:00	32.58669281
2010-02-15 00:00:00	32.64250946
2010-02-16 00:00:00	32.60134506
2010-02-17 00:00:00	32.52319717
2010-02-18 00:00:00	32.55006027
2010-02-19 00:00:00	32.50854492
2010-02-20 00:00:00	32.50854492
2010-02-21 00:00:00	32.39914703
2010-02-22 00:00:00	32.4629631
2010-02-23 00:00:00	32.35030365
2010-02-24 00:00:00	32.29462814
2010-02-25 00:00:00	32.31074524
2010-02-26 00:00:00	32.186203
2010-02-27 00:00:00	32.18864441
2010-02-28 00:00:00	32.14957428
2010-03-01 00:00:00	32.10805893
2010-03-02 00:00:00	32.08573151
2010-03-03 00:00:00	31.98216057
2010-03-04 00:00:00	31.94339752
2010-03-05 00:00:00	31.91269875
2010-03-06 00:00:00	31.92979431
2010-03-07 00:00:00	31.7564106
2010-03-08 00:00:00	31.80525017
2010-03-09 00:00:00	31.72222137
2010-03-10 00:00:00	31.79743576
2010-03-11 00:00:00	31.79548264
2010-03-12 00:00:00	31.69194221
2010-03-13 00:00:00	31.64505577
2010-03-14 00:00:00	31.5669117
2010-03-15 00:00:00	31.56886482
2010-03-16 00:00:00	31.54151535
2010-03-17 00:00:00	31.56349182
2010-03-18 00:00:00	31.53174591
2010-03-19 00:00:00	31.41941452
2010-03-20 00:00:00	31.43949318
2010-03-21 00:00:00	31.27387047
2010-03-22 00:00:00	31.33964157
2010-03-23 00:00:00	31.36813354
2010-03-24 00:00:00	31.26312637
2010-03-25 00:00:00	31.29487228
2010-03-26 00:00:00	31.2543354
2010-03-27 00:00:00	31.62004852
2010-03-28 00:00:00	31.73927116
2010-03-29 00:00:00	31.45946312
2010-03-30 00:00:00	31.73607635
2010-03-31 00:00:00	31.28461647
2010-04-01 00:00:00	31.63919449
2010-04-02 00:00:00	31.55206299
2010-04-03 00:00:00	31.80675316
2010-04-04 00:00:00	31.46637535
2010-04-05 00:00:00	31.61223412
2010-04-06 00:00:00	31.65812111
2010-04-07 00:00:00	31.76031685
2010-04-08 00:00:00	32.07559967
2010-04-09 00:00:00	32.13496399
2010-04-10 00:00:00	32.04288101
2010-04-11 00:00:00	31.98107529
2010-04-12 00:00:00	32.28266144
2010-04-13 00:00:00	32.4837532
2010-04-14 00:00:00	32.51831436
2010-04-15 00:00:00	32.69140244
2010-04-16 00:00:00	32.61091232
2010-04-17 00:00:00	32.69413757
2010-04-18 00:00:00	32.76832199
2010-04-19 00:00:00	33.08636093
2010-04-20 00:00:00	33.17577744
2010-04-21 00:00:00	33.29731369
2010-04-22 00:00:00	32.87973022
2010-04-23 00:00:00	32.97702026
2010-04-24 00:00:00	32.79732513
2010-04-25 00:00:00	32.73617554
2010-04-26 00:00:00	32.69413757
2010-04-27 00:00:00	32.62059784
2010-04-28 00:00:00	32.56959534
2010-04-29 00:00:00	32.48901367
2010-04-30 00:00:00	32.710746765
2010-05-01 00:00:00	32.93247986
2010-05-02 00:00:00	31.84822845
2010-05-03 00:00:00	31.7779007
2010-05-04 00:00:00	31.70705986
2010-05-05 00:00:00	31.86680794
2010-05-06 00:00:00	31.71147728
2010-05-07 00:00:00	31.87675285
2010-05-08 00:00:00	32.07084656
2010-05-09 00:00:00	31.9451961533333
2010-05-10 00:00:00	31.8195457466667
2010-05-11 00:00:00	31.69389534
2010-05-12 00:00:00	31.65287018
2010-05-13 00:00:00	31.6523819
2010-05-14 00:00:00	31.6145401
2010-05-15 00:00:00	31.99318886
2010-05-16 00:00:00	31.69020653
2010-05-17 00:00:00	31.67278671
2010-05-18 00:00:00	31.84822845
2010-05-19 00:00:00	31.64627552
2010-05-20 00:00:00	31.44432259
2010-05-21 00:00:00	31.61184311
2010-05-22 00:00:00	31.34420013
2010-05-23 00:00:00	31.24132347
2010-05-24 00:00:00	31.12149048
2010-05-25 00:00:00	31.32935333
2010-05-26 00:00:00	31.00101852
2010-05-27 00:00:00	31.11547852
2010-05-28 00:00:00	30.75690842
2010-05-29 00:00:00	31.18791199
2010-05-30 00:00:00	30.95217705
2010-05-31 00:00:00	30.61932564
2010-06-01 00:00:00	30.56471252
2010-06-02 00:00:00	30.53288841
2010-06-03 00:00:00	30.67512512
2010-06-04 00:00:00	30.81736183
2010-06-05 00:00:00	30.63308907
2010-06-06 00:00:00	30.5012207
2010-06-07 00:00:00	30.31993866
2010-06-08 00:00:00	29.9004879
2010-06-09 00:00:00	30.33554077
2010-06-10 00:00:00	29.97824287
2010-06-11 00:00:00	30.23846245
2010-06-12 00:00:00	30.10186005
2010-06-13 00:00:00	29.60393143
2010-06-14 00:00:00	29.8203907
2010-06-15 00:00:00	29.5561657
2010-06-16 00:00:00	29.922369
2010-06-17 00:00:00	29.65628815
2010-06-18 00:00:00	29.34945679
2010-06-19 00:00:00	29.30975723
2010-06-20 00:00:00	29.52780151
2010-06-21 00:00:00	29.07753372
2010-06-22 00:00:00	29.55235672
2010-06-23 00:00:00	28.965765
2010-06-24 00:00:00	28.80647087
2010-06-25 00:00:00	28.71855927
2010-06-26 00:00:00	29.02527428
2010-06-27 00:00:00	29.34254074
2010-06-28 00:00:00	28.75708771
2010-06-29 00:00:00	28.47871399
2010-06-30 00:00:00	28.72
2010-07-01 00:00:00	28.84
2010-07-02 00:00:00	28.9
2010-07-03 00:00:00	28.9
2010-07-04 00:00:00	28.9
2010-07-05 00:00:00	28.9
2010-07-06 00:00:00	28.86
2010-07-07 00:00:00	28.86
2010-07-08 00:00:00	28.84
2010-07-09 00:00:00	28.82
2010-07-10 00:00:00	28.78
2010-07-11 00:00:00	28.76
2010-07-12 00:00:00	28.72
2010-07-13 00:00:00	28.68
2010-07-14 00:00:00	28.7
2010-07-15 00:00:00	29.72
2010-07-16 00:00:00	29.84
2010-07-17 00:00:00	29.84
2010-07-18 00:00:00	29.84
2010-07-19 00:00:00	29.86
2010-07-20 00:00:00	29.84
2010-07-21 00:00:00	29.82
2010-07-22 00:00:00	29.78
2010-07-23 00:00:00	29.72
2010-07-24 00:00:00	29.68
2010-07-25 00:00:00	29.66
2010-07-26 00:00:00	29.6
2010-07-27 00:00:00	29.54
2010-07-28 00:00:00	29.46
2010-07-29 00:00:00	29.4
2010-07-30 00:00:00	29.36
2010-07-31 00:00:00	29.32
2010-08-01 00:00:00	29.4
2010-08-02 00:00:00	30.01
2010-08-03 00:00:00	30.14
2010-08-04 00:00:00	30.18
2010-08-05 00:00:00	30.54
2010-08-06 00:00:00	30.74
2010-08-07 00:00:00	30.82
2010-08-08 00:00:00	30.86
2010-08-09 00:00:00	30.88
2010-08-10 00:00:00	30.88
2010-08-11 00:00:00	30.86
2010-08-12 00:00:00	30.84
2010-08-13 00:00:00	30.82
2010-08-14 00:00:00	30.8
2010-08-15 00:00:00	31.46
2010-08-16 00:00:00	32.84
2010-08-17 00:00:00	33.16
2010-08-18 00:00:00	33.32
2010-08-19 00:00:00	33.48
2010-08-20 00:00:00	33.68
2010-08-21 00:00:00	34.14
2010-08-22 00:00:00	34.56
2010-08-23 00:00:00	34.68
2010-08-24 00:00:00	34.74
2010-08-25 00:00:00	35.2
2010-08-26 00:00:00	36.9
2010-08-27 00:00:00	39.1
2010-08-28 00:00:00	39.62
2010-08-29 00:00:00	39.86
2010-08-30 00:00:00	39.98
2010-08-31 00:00:00	40.04
2010-09-01 00:00:00	39.98
2010-09-02 00:00:00	39.9
2010-09-03 00:00:00	39.64
2010-09-04 00:00:00	41
2010-09-05 00:00:00	41.3
2010-09-06 00:00:00	41.32
2010-09-07 00:00:00	41.2
2010-09-08 00:00:00	41.28
2010-09-09 00:00:00	41.26
