datetime,Depth_meter,Water_Temperature_celsius
2013-11-12 00:00:00,7,16.56
2013-11-12 00:00:00,8,15.69
2013-11-12 00:00:00,9,15.26
2013-11-12 00:00:00,10,14.64
2013-11-12 00:00:00,12,13.84
2013-11-12 00:00:00,13,13.63
2013-11-12 00:00:00,15,13.13
2013-11-12 00:00:00,18,12.76
2013-11-12 00:00:00,20,12.52
2013-11-12 00:00:00,22,12.39
2013-11-12 00:00:00,23,12.33
2013-11-12 00:00:00,25,12.22
2013-11-12 00:00:00,26,12.18
2013-11-12 00:00:00,27,12.13
2013-11-12 00:00:00,28,12.1
2013-11-12 00:00:00,29,12.08
2013-11-12 00:00:00,30,12.05
2013-11-12 00:00:00,31,12.03
2013-11-13 00:00:00,0,18.71
2013-11-13 00:00:00,1,18.64
2013-11-13 00:00:00,2,18.33
2013-11-13 00:00:00,3,18.16
2013-11-13 00:00:00,4,17.93
2013-11-13 00:00:00,5,17.73
2013-11-13 00:00:00,6,17.24
2013-11-13 00:00:00,7,16.23
2013-11-13 00:00:00,8,15.65
2013-11-13 00:00:00,9,15.25
2013-11-13 00:00:00,10,14.88
2013-11-13 00:00:00,12,13.69
2013-11-13 00:00:00,13,13.69
2013-11-13 00:00:00,15,13.13
2013-11-13 00:00:00,18,12.76
2013-11-13 00:00:00,20,12.53
2013-11-13 00:00:00,22,12.36
2013-11-13 00:00:00,23,12.36
2013-11-13 00:00:00,25,12.25
2013-11-13 00:00:00,26,12.21
2013-11-13 00:00:00,27,12.15
2013-11-13 00:00:00,28,12.11
2013-11-13 00:00:00,29,12.09
2013-11-13 00:00:00,30,12.06
2013-11-13 00:00:00,31,12.05
2013-11-14 00:00:00,0,19
2013-11-14 00:00:00,1,18.9
2013-11-14 00:00:00,2,18.68
2013-11-14 00:00:00,3,18.37
2013-11-14 00:00:00,4,18.05
2013-11-14 00:00:00,5,17.64
2013-11-14 00:00:00,6,17.14
2013-11-14 00:00:00,7,16.39
2013-11-14 00:00:00,8,15.8
2013-11-14 00:00:00,9,15.36
2013-11-14 00:00:00,10,15.01
2013-11-14 00:00:00,12,13.71
2013-11-14 00:00:00,13,13.7
2013-11-14 00:00:00,15,13.13
2013-11-14 00:00:00,18,12.77
2013-11-14 00:00:00,20,12.54
2013-11-14 00:00:00,22,12.37
2013-11-14 00:00:00,23,12.37
2013-11-14 00:00:00,25,12.24
2013-11-14 00:00:00,26,12.2
2013-11-14 00:00:00,27,12.17
2013-11-14 00:00:00,28,12.13
2013-11-14 00:00:00,29,12.11
2013-11-14 00:00:00,30,12.08
2013-11-14 00:00:00,31,12.07
2013-11-15 00:00:00,0,18.88
2013-11-15 00:00:00,1,18.77
2013-11-15 00:00:00,2,18.62
2013-11-15 00:00:00,3,18.53
2013-11-15 00:00:00,4,18.43
2013-11-15 00:00:00,5,18.3
2013-11-15 00:00:00,6,18.02
2013-11-15 00:00:00,7,17.41
2013-11-15 00:00:00,8,16.24
2013-11-15 00:00:00,9,15.51
2013-11-15 00:00:00,10,15.05
2013-11-15 00:00:00,12,13.67
2013-11-15 00:00:00,15,13.14
2013-11-15 00:00:00,18,12.78
2013-11-15 00:00:00,20,12.54
2013-11-15 00:00:00,22,12.38
2013-11-15 00:00:00,25,12.26
2013-11-15 00:00:00,26,12.21
2013-11-15 00:00:00,27,12.17
2013-11-15 00:00:00,28,12.13
2013-11-15 00:00:00,29,12.12
2013-11-15 00:00:00,30,12.09
2013-11-15 00:00:00,31,12.08
2013-11-16 00:00:00,0,18.66
2013-11-16 00:00:00,1,18.64
2013-11-16 00:00:00,2,18.58
2013-11-16 00:00:00,3,18.54
2013-11-16 00:00:00,4,18.43
2013-11-16 00:00:00,5,18.31
2013-11-16 00:00:00,6,18.21
2013-11-16 00:00:00,7,17.95
2013-11-16 00:00:00,8,16.8
2013-11-16 00:00:00,9,15.53
2013-11-16 00:00:00,10,14.99
2013-11-16 00:00:00,12,13.69
2013-11-16 00:00:00,15,13.17
2013-11-16 00:00:00,17,12.76
2013-11-16 00:00:00,18,12.78
2013-11-16 00:00:00,20,12.56
2013-11-16 00:00:00,22,12.39
2013-11-16 00:00:00,25,12.27
2013-11-16 00:00:00,26,12.23
2013-11-16 00:00:00,27,12.19
2013-11-16 00:00:00,28,12.16
2013-11-16 00:00:00,29,12.14
2013-11-16 00:00:00,30,12.1
2013-11-16 00:00:00,31,12.09
2013-11-17 00:00:00,0,18.74
2013-11-17 00:00:00,1,18.72
2013-11-17 00:00:00,2,18.68
2013-11-17 00:00:00,3,18.65
2013-11-17 00:00:00,4,18.51
2013-11-17 00:00:00,5,18.32
2013-11-17 00:00:00,6,18.18
2013-11-17 00:00:00,7,17.89
2013-11-17 00:00:00,8,16.26
2013-11-17 00:00:00,9,15.32
2013-11-17 00:00:00,10,14.94
2013-11-17 00:00:00,12,13.74
2013-11-17 00:00:00,15,13.18
2013-11-17 00:00:00,17,12.82
2013-11-17 00:00:00,18,12.83
2013-11-17 00:00:00,20,12.57
2013-11-17 00:00:00,22,12.41
2013-11-17 00:00:00,25,12.28
2013-11-17 00:00:00,26,12.24
2013-11-17 00:00:00,27,12.2
2013-11-17 00:00:00,28,12.16
2013-11-17 00:00:00,29,12.14
2013-11-17 00:00:00,30,12.11
2013-11-17 00:00:00,31,12.1
2013-11-18 00:00:00,0,19.12
2013-11-18 00:00:00,1,19.04
2013-11-18 00:00:00,2,18.86
2013-11-18 00:00:00,3,18.77
2013-11-18 00:00:00,4,18.63
2013-11-18 00:00:00,5,18.51
2013-11-18 00:00:00,6,18.28
2013-11-18 00:00:00,7,17.59
2013-11-18 00:00:00,8,16.02
2013-11-18 00:00:00,9,15.28
2013-11-18 00:00:00,10,14.96
2013-11-18 00:00:00,12,13.71
2013-11-18 00:00:00,15,13.16
2013-11-18 00:00:00,17,12.81
2013-11-18 00:00:00,18,12.77
2013-11-18 00:00:00,20,12.57
2013-11-18 00:00:00,22,12.42
2013-11-18 00:00:00,25,12.3
2013-11-18 00:00:00,26,12.26
2013-11-18 00:00:00,27,12.22
2013-11-18 00:00:00,28,12.17
2013-11-18 00:00:00,29,12.16
2013-11-18 00:00:00,30,12.13
2013-11-18 00:00:00,31,12.12
2013-11-19 00:00:00,0,19.23
2013-11-19 00:00:00,1,19.06
2013-11-19 00:00:00,2,18.77
2013-11-19 00:00:00,3,18.59
2013-11-19 00:00:00,4,18.35
2013-11-19 00:00:00,5,17.99
2013-11-19 00:00:00,6,17.47
2013-11-19 00:00:00,7,16.49
2013-11-19 00:00:00,8,15.93
2013-11-19 00:00:00,9,15.41
2013-11-19 00:00:00,10,15.03
2013-11-19 00:00:00,12,13.76
2013-11-19 00:00:00,15,13.22
2013-11-19 00:00:00,17,12.85
2013-11-19 00:00:00,20,12.6
2013-11-19 00:00:00,22,12.42
2013-11-19 00:00:00,25,12.32
2013-11-19 00:00:00,26,12.28
2013-11-19 00:00:00,27,12.24
2013-11-19 00:00:00,28,12.2
2013-11-19 00:00:00,29,12.17
2013-11-19 00:00:00,30,12.15
2013-11-19 00:00:00,31,12.14
2013-11-20 00:00:00,0,19.37
2013-11-20 00:00:00,1,19.36
2013-11-20 00:00:00,2,19.31
2013-11-20 00:00:00,3,19.27
2013-11-20 00:00:00,4,19.23
2013-11-20 00:00:00,5,19.18
2013-11-20 00:00:00,6,18.99
2013-11-20 00:00:00,7,18.37
2013-11-20 00:00:00,8,16.29
2013-11-20 00:00:00,9,15.41
2013-11-20 00:00:00,10,15.03
2013-11-20 00:00:00,12,13.76
2013-11-20 00:00:00,15,13.21
2013-11-20 00:00:00,17,12.84
2013-11-20 00:00:00,20,12.61
2013-11-20 00:00:00,22,12.43
2013-11-20 00:00:00,25,12.32
2013-11-20 00:00:00,26,12.28
2013-11-20 00:00:00,27,12.24
2013-11-20 00:00:00,28,12.21
2013-11-20 00:00:00,29,12.19
2013-11-20 00:00:00,30,12.16
2013-11-20 00:00:00,31,12.14
2013-11-21 00:00:00,0,18.94
2013-11-21 00:00:00,1,18.93
2013-11-21 00:00:00,2,18.91
2013-11-21 00:00:00,3,18.89
2013-11-21 00:00:00,4,18.87
2013-11-21 00:00:00,5,18.83
2013-11-21 00:00:00,6,18.6
2013-11-21 00:00:00,7,17.01
2013-11-21 00:00:00,8,15.89
2013-11-21 00:00:00,9,15.35
2013-11-21 00:00:00,10,14.99
2013-11-21 00:00:00,12,13.78
2013-11-21 00:00:00,15,13.23
2013-11-21 00:00:00,17,12.85
2013-11-21 00:00:00,20,12.63
2013-11-21 00:00:00,22,12.45
2013-11-21 00:00:00,25,12.33
2013-11-21 00:00:00,26,12.29
2013-11-21 00:00:00,27,12.26
2013-11-21 00:00:00,28,12.22
2013-11-21 00:00:00,29,12.21
2013-11-21 00:00:00,30,12.18
2013-11-21 00:00:00,31,12.16
2013-11-22 00:00:00,0,19.05
2013-11-22 00:00:00,1,19.01
2013-11-22 00:00:00,2,18.85
2013-11-22 00:00:00,3,18.64
2013-11-22 00:00:00,4,18.38
2013-11-22 00:00:00,5,18.06
2013-11-22 00:00:00,6,17.45
2013-11-22 00:00:00,7,16.67
2013-11-22 00:00:00,8,16.08
2013-11-22 00:00:00,9,15.51
2013-11-22 00:00:00,10,15.1
2013-11-22 00:00:00,12,13.79
2013-11-22 00:00:00,15,13.23
2013-11-22 00:00:00,17,12.87
2013-11-22 00:00:00,20,12.64
2013-11-22 00:00:00,22,12.45
2013-11-22 00:00:00,25,12.34
2013-11-22 00:00:00,26,12.3
2013-11-22 00:00:00,27,12.27
2013-11-22 00:00:00,28,12.23
2013-11-22 00:00:00,29,12.22
2013-11-22 00:00:00,30,12.19
2013-11-22 00:00:00,31,12.18
2013-11-23 00:00:00,0,18.53
2013-11-23 00:00:00,1,18.48
2013-11-23 00:00:00,2,18.24
2013-11-23 00:00:00,3,18.03
2013-11-23 00:00:00,4,17.84
2013-11-23 00:00:00,5,17.63
2013-11-23 00:00:00,6,17.28
2013-11-23 00:00:00,7,16.79
2013-11-23 00:00:00,8,16.12
2013-11-23 00:00:00,9,15.47
2013-11-23 00:00:00,10,15.01
2013-11-23 00:00:00,12,13.8
2013-11-23 00:00:00,15,13.24
2013-11-23 00:00:00,17,12.88
2013-11-23 00:00:00,20,12.64
2013-11-23 00:00:00,22,12.47
2013-11-23 00:00:00,25,12.35
2013-11-23 00:00:00,26,12.32
2013-11-23 00:00:00,27,12.28
2013-11-23 00:00:00,28,12.24
2013-11-23 00:00:00,29,12.22
2013-11-23 00:00:00,30,12.2
2013-11-23 00:00:00,31,12.19
2013-11-24 00:00:00,0,18.19
2013-11-24 00:00:00,1,18.17
2013-11-24 00:00:00,2,18.13
2013-11-24 00:00:00,3,18.09
2013-11-24 00:00:00,4,17.97
2013-11-24 00:00:00,5,17.84
2013-11-24 00:00:00,6,17.69
2013-11-24 00:00:00,7,17.42
2013-11-24 00:00:00,8,16.47
2013-11-24 00:00:00,9,15.64
2013-11-24 00:00:00,10,15.1
2013-11-24 00:00:00,12,13.82
2013-11-24 00:00:00,15,13.26
2013-11-24 00:00:00,17,12.88
2013-11-24 00:00:00,20,12.65
2013-11-24 00:00:00,22,12.47
2013-11-24 00:00:00,25,12.36
2013-11-24 00:00:00,26,12.33
2013-11-24 00:00:00,27,12.29
2013-11-24 00:00:00,28,12.26
2013-11-24 00:00:00,29,12.23
2013-11-24 00:00:00,30,12.21
2013-11-24 00:00:00,31,12.2
2013-11-25 00:00:00,0,18.74
2013-11-25 00:00:00,1,18.63
2013-11-25 00:00:00,2,18.47
2013-11-25 00:00:00,3,18.42
2013-11-25 00:00:00,4,18.28
2013-11-25 00:00:00,5,18.08
2013-11-25 00:00:00,6,17.96
2013-11-25 00:00:00,7,17.63
2013-11-25 00:00:00,8,16.54
2013-11-25 00:00:00,9,15.61
2013-11-25 00:00:00,10,15.08
2013-11-25 00:00:00,12,13.81
2013-11-25 00:00:00,15,13.25
2013-11-25 00:00:00,17,12.9
2013-11-25 00:00:00,20,12.66
2013-11-25 00:00:00,22,12.48
2013-11-25 00:00:00,25,12.37
2013-11-25 00:00:00,26,12.34
2013-11-25 00:00:00,27,12.3
2013-11-25 00:00:00,28,12.26
2013-11-25 00:00:00,29,12.24
2013-11-25 00:00:00,30,12.22
2013-11-25 00:00:00,31,12.21
2013-11-26 00:00:00,0,19.86
2013-11-26 00:00:00,1,19
2013-11-26 00:00:00,2,18.5
2013-11-26 00:00:00,3,18.4
2013-11-26 00:00:00,4,18.26
2013-11-26 00:00:00,5,18.03
2013-11-26 00:00:00,6,17.73
2013-11-26 00:00:00,7,17.2
2013-11-26 00:00:00,8,16.23
2013-11-26 00:00:00,9,15.57
2013-11-26 00:00:00,10,15.05
2013-11-26 00:00:00,12,13.82
2013-11-26 00:00:00,15,13.28
2013-11-26 00:00:00,17,12.9
2013-11-26 00:00:00,20,12.68
2013-11-26 00:00:00,22,12.5
2013-11-26 00:00:00,25,12.39
2013-11-26 00:00:00,26,12.35
2013-11-26 00:00:00,27,12.31
2013-11-26 00:00:00,28,12.27
2013-11-26 00:00:00,29,12.25
2013-11-26 00:00:00,30,12.23
2013-11-26 00:00:00,31,12.22
2013-11-27 00:00:00,0,21.58
2013-11-27 00:00:00,1,20.11
2013-11-27 00:00:00,2,19.18
2013-11-27 00:00:00,3,18.81
2013-11-27 00:00:00,4,18.21
2013-11-27 00:00:00,5,17.74
2013-11-27 00:00:00,6,17.45
2013-11-27 00:00:00,7,16.94
2013-11-27 00:00:00,8,16.14
2013-11-27 00:00:00,9,15.5
2013-11-27 00:00:00,10,15.06
2013-11-27 00:00:00,12,13.87
2013-11-27 00:00:00,15,13.31
2013-11-27 00:00:00,17,12.92
2013-11-27 00:00:00,20,12.68
2013-11-27 00:00:00,22,12.51
2013-11-27 00:00:00,25,12.39
2013-11-27 00:00:00,26,12.36
2013-11-27 00:00:00,27,12.32
2013-11-27 00:00:00,28,12.28
2013-11-27 00:00:00,29,12.27
2013-11-27 00:00:00,30,12.25
2013-11-27 00:00:00,31,12.24
2013-11-28 00:00:00,0,19.95
2013-11-28 00:00:00,1,19.82
2013-11-28 00:00:00,2,19.12
2013-11-28 00:00:00,3,18.73
2013-11-28 00:00:00,4,18.21
2013-11-28 00:00:00,5,17.66
2013-11-28 00:00:00,6,17.25
2013-11-28 00:00:00,7,16.86
2013-11-28 00:00:00,8,16.28
2013-11-28 00:00:00,9,15.68
2013-11-28 00:00:00,10,15.14
2013-11-28 00:00:00,12,13.92
2013-11-28 00:00:00,15,13.34
2013-11-28 00:00:00,17,12.95
2013-11-28 00:00:00,20,12.7
2013-11-28 00:00:00,22,12.53
2013-11-28 00:00:00,25,12.42
2013-11-28 00:00:00,26,12.39
2013-11-28 00:00:00,27,12.35
2013-11-28 00:00:00,28,12.31
2013-11-28 00:00:00,29,12.28
2013-11-28 00:00:00,30,12.25
2013-11-28 00:00:00,31,12.24
2013-11-29 00:00:00,0,19.39
2013-11-29 00:00:00,1,19.38
2013-11-29 00:00:00,2,19.39
2013-11-29 00:00:00,3,19.38
2013-11-29 00:00:00,4,19.3
2013-11-29 00:00:00,5,18.48
2013-11-29 00:00:00,6,17.59
2013-11-29 00:00:00,7,17
2013-11-29 00:00:00,8,16.44
2013-11-29 00:00:00,9,15.69
2013-11-29 00:00:00,10,15.17
2013-11-29 00:00:00,12,13.92
2013-11-29 00:00:00,15,13.35
2013-11-29 00:00:00,17,12.96
2013-11-29 00:00:00,20,12.7
2013-11-29 00:00:00,22,12.55
2013-11-29 00:00:00,25,12.42
2013-11-29 00:00:00,26,12.39
2013-11-29 00:00:00,27,12.35
2013-11-29 00:00:00,28,12.31
2013-11-29 00:00:00,29,12.29
2013-11-29 00:00:00,30,12.27
2013-11-29 00:00:00,31,12.26
2013-11-30 00:00:00,0,19.21
2013-11-30 00:00:00,1,19.19
2013-11-30 00:00:00,2,19.11
2013-11-30 00:00:00,3,19.07
2013-11-30 00:00:00,4,19.01
2013-11-30 00:00:00,5,18.94
2013-11-30 00:00:00,6,18.82
2013-11-30 00:00:00,7,17.88
2013-11-30 00:00:00,8,17.34
2013-11-30 00:00:00,9,16.3
2013-11-30 00:00:00,10,15.49
2013-11-30 00:00:00,12,13.87
2013-11-30 00:00:00,15,13.32
2013-11-30 00:00:00,17,12.97
2013-11-30 00:00:00,20,12.72
2013-11-30 00:00:00,22,12.56
2013-11-30 00:00:00,25,12.43
2013-11-30 00:00:00,26,12.4
2013-11-30 00:00:00,27,12.36
2013-11-30 00:00:00,28,12.32
2013-11-30 00:00:00,29,12.31
2013-11-30 00:00:00,30,12.28
2013-11-30 00:00:00,31,12.26
2013-12-01 00:00:00,0,19.33
2013-12-01 00:00:00,1,19.32
2013-12-01 00:00:00,2,19.26
2013-12-01 00:00:00,3,19.23
2013-12-01 00:00:00,4,19.16
2013-12-01 00:00:00,5,19.07
2013-12-01 00:00:00,6,18.67
2013-12-01 00:00:00,7,18.07
2013-12-01 00:00:00,8,16.96
2013-12-01 00:00:00,9,15.76
2013-12-01 00:00:00,10,15.06
2013-12-01 00:00:00,12,13.84
2013-12-01 00:00:00,15,13.32
2013-12-01 00:00:00,17,12.96
2013-12-01 00:00:00,20,12.73
2013-12-01 00:00:00,22,12.56
2013-12-01 00:00:00,25,12.45
2013-12-01 00:00:00,26,12.41
2013-12-01 00:00:00,27,12.38
2013-12-01 00:00:00,28,12.35
2013-12-01 00:00:00,29,12.33
2013-12-01 00:00:00,30,12.3
2013-12-01 00:00:00,31,12.28
2013-12-02 00:00:00,0,19.26
2013-12-02 00:00:00,1,19.12
2013-12-02 00:00:00,2,18.98
2013-12-02 00:00:00,3,18.95
2013-12-02 00:00:00,4,18.88
2013-12-02 00:00:00,5,18.73
2013-12-02 00:00:00,6,18.3
2013-12-02 00:00:00,7,17.65
2013-12-02 00:00:00,8,16.59
2013-12-02 00:00:00,9,15.77
2013-12-02 00:00:00,10,15.2
2013-12-02 00:00:00,12,13.97
2013-12-02 00:00:00,15,13.41
2013-12-02 00:00:00,17,13
2013-12-02 00:00:00,20,12.75
2013-12-02 00:00:00,22,12.57
2013-12-02 00:00:00,25,12.47
2013-12-02 00:00:00,26,12.43
2013-12-02 00:00:00,27,12.39
2013-12-02 00:00:00,28,12.36
2013-12-02 00:00:00,29,12.34
2013-12-02 00:00:00,30,12.3
2013-12-02 00:00:00,31,12.29
2013-12-03 00:00:00,0,19.98
2013-12-03 00:00:00,1,19.55
2013-12-03 00:00:00,2,19.09
2013-12-03 00:00:00,3,19.01
2013-12-03 00:00:00,4,18.92
2013-12-03 00:00:00,5,18.8
2013-12-03 00:00:00,6,18.04
2013-12-03 00:00:00,7,17.17
2013-12-03 00:00:00,8,16.43
2013-12-03 00:00:00,9,15.76
2013-12-03 00:00:00,10,15.19
2013-12-03 00:00:00,12,13.94
2013-12-03 00:00:00,15,13.38
2013-12-03 00:00:00,17,13
2013-12-03 00:00:00,20,12.75
2013-12-03 00:00:00,22,12.58
2013-12-03 00:00:00,25,12.47
2013-12-03 00:00:00,26,12.43
2013-12-03 00:00:00,27,12.4
2013-12-03 00:00:00,28,12.37
2013-12-03 00:00:00,29,12.35
2013-12-03 00:00:00,30,12.32
2013-12-03 00:00:00,31,12.31
2013-12-04 00:00:00,0,20.08
2013-12-04 00:00:00,1,19.75
2013-12-04 00:00:00,2,19.12
2013-12-04 00:00:00,3,18.97
2013-12-04 00:00:00,4,18.63
2013-12-04 00:00:00,5,18.11
2013-12-04 00:00:00,6,17.47
2013-12-04 00:00:00,7,16.91
2013-12-04 00:00:00,8,16.29
2013-12-04 00:00:00,9,15.66
2013-12-04 00:00:00,10,15.14
2013-12-04 00:00:00,12,13.93
2013-12-04 00:00:00,14,13.31
2013-12-04 00:00:00,15,13.39
2013-12-04 00:00:00,17,13.02
2013-12-04 00:00:00,20,12.77
2013-12-04 00:00:00,22,12.62
2013-12-04 00:00:00,24,12.51
2013-12-04 00:00:00,25,12.49
2013-12-04 00:00:00,26,12.45
2013-12-04 00:00:00,27,12.41
2013-12-04 00:00:00,28,12.37
2013-12-04 00:00:00,29,12.36
2013-12-04 00:00:00,30,12.33
2013-12-04 00:00:00,31,12.32
2013-12-05 00:00:00,0,18.42
2013-12-05 00:00:00,1,18.41
2013-12-05 00:00:00,2,18.33
2013-12-05 00:00:00,3,18.24
2013-12-05 00:00:00,4,18.04
2013-12-05 00:00:00,5,17.78
2013-12-05 00:00:00,6,17.44
2013-12-05 00:00:00,7,16.89
2013-12-05 00:00:00,8,16.32
2013-12-05 00:00:00,9,15.8
2013-12-05 00:00:00,10,15.24
2013-12-05 00:00:00,12,14.04
2013-12-05 00:00:00,14,13.5
2013-12-05 00:00:00,15,13.37
2013-12-05 00:00:00,17,13.09
2013-12-05 00:00:00,20,12.81
2013-12-05 00:00:00,22,12.62
2013-12-05 00:00:00,24,12.5
2013-12-05 00:00:00,25,12.51
2013-12-05 00:00:00,26,12.44
2013-12-05 00:00:00,27,12.41
2013-12-05 00:00:00,28,12.37
2013-12-05 00:00:00,29,12.37
2013-12-05 00:00:00,30,12.34
2013-12-05 00:00:00,31,12.34
2013-12-06 00:00:00,0,18.08
2013-12-06 00:00:00,1,18.03
2013-12-06 00:00:00,2,17.96
2013-12-06 00:00:00,3,17.93
2013-12-06 00:00:00,4,17.89
2013-12-06 00:00:00,5,17.8
2013-12-06 00:00:00,6,17.44
2013-12-06 00:00:00,7,17.04
2013-12-06 00:00:00,8,16.61
2013-12-06 00:00:00,9,16.04
2013-12-06 00:00:00,10,15.37
2013-12-06 00:00:00,12,14.11
2013-12-06 00:00:00,14,13.48
2013-12-06 00:00:00,17,13.09
2013-12-06 00:00:00,20,12.83
2013-12-06 00:00:00,22,12.66
2013-12-06 00:00:00,24,12.53
2013-12-06 00:00:00,26,12.47
2013-12-06 00:00:00,28,12.4
2013-12-06 00:00:00,30,12.37
2013-12-07 00:00:00,0,18.84
2013-12-07 00:00:00,1,18.71
2013-12-07 00:00:00,2,18.31
2013-12-07 00:00:00,3,18.18
2013-12-07 00:00:00,4,18.1
2013-12-07 00:00:00,5,18.06
2013-12-07 00:00:00,6,18
2013-12-07 00:00:00,7,17.91
2013-12-07 00:00:00,8,17.61
2013-12-07 00:00:00,9,16.52
2013-12-07 00:00:00,10,15.5
2013-12-07 00:00:00,12,14
