datetime,Depth_meter,Water_Temperature_celsius
2006-10-08 00:00:00,-4,15.2248034722222
2006-10-08 00:00:00,-4.5,15.2050006944444
2006-10-08 00:00:00,-5,15.1819402777778
2006-10-08 00:00:00,-6,15.1143111111111
2006-10-08 00:00:00,-7,15.0338145833333
2006-10-08 00:00:00,-8,14.90860625
2006-10-08 00:00:00,-9,14.7546666666667
2006-10-08 00:00:00,-10,14.4574534722222
2006-10-08 00:00:00,-11,14.1074208333333
2006-10-08 00:00:00,-12,13.8951784722222
2006-10-08 00:00:00,-14,13.5680638888889
2006-10-08 00:00:00,-16,13.2723465277778
2006-10-08 00:00:00,-18,13.1330180555556
2006-10-08 00:00:00,-20,13.0476506944444
2006-10-08 00:00:00,-22,12.9942284722222
2006-10-08 00:00:00,-24,12.9479680555556
2006-10-08 00:00:00,-26,12.9092138888889
2006-10-08 00:00:00,-28,12.8601020833333
2006-10-08 00:00:00,-30,12.7329826388889
2006-10-08 00:00:00,-32,12.7766263888889
2006-10-08 00:00:00,-34,12.7793791666667
2006-10-08 00:00:00,-36,12.7796027777778
2006-10-09 00:00:00,-0.25,15.5791944444444
2006-10-09 00:00:00,-0.5,15.56835
2006-10-09 00:00:00,-1,15.5165854166667
2006-10-09 00:00:00,-1.5,15.4582534722222
2006-10-09 00:00:00,-2,15.39841875
2006-10-09 00:00:00,-2.5,15.3605305555556
2006-10-09 00:00:00,-3,15.3278069444444
2006-10-09 00:00:00,-3.5,15.3118256944444
2006-10-09 00:00:00,-4,15.2953805555556
2006-10-09 00:00:00,-4.5,15.2795513888889
2006-10-09 00:00:00,-5,15.2607201388889
2006-10-09 00:00:00,-6,15.2103659722222
2006-10-09 00:00:00,-7,15.1508909722222
2006-10-09 00:00:00,-8,15.0924680555556
2006-10-09 00:00:00,-9,15.0339291666667
2006-10-09 00:00:00,-10,14.9453743055556
2006-10-09 00:00:00,-11,14.7696236111111
2006-10-09 00:00:00,-12,14.4108902777778
2006-10-09 00:00:00,-14,13.6295527777778
2006-10-09 00:00:00,-16,13.3357458333333
2006-10-09 00:00:00,-18,13.1662784722222
2006-10-09 00:00:00,-20,13.0898951388889
2006-10-09 00:00:00,-22,13.0367451388889
2006-10-09 00:00:00,-24,12.9918236111111
2006-10-09 00:00:00,-26,12.9543965277778
2006-10-09 00:00:00,-28,12.9053597222222
2006-10-09 00:00:00,-30,12.7812944444444
2006-10-09 00:00:00,-32,12.8219159722222
2006-10-09 00:00:00,-34,12.8214041666667
2006-10-09 00:00:00,-36,12.8233263888889
2006-10-10 00:00:00,-0.25,16.08545625
2006-10-10 00:00:00,-0.5,16.0147715277778
2006-10-10 00:00:00,-1,15.67405625
2006-10-10 00:00:00,-1.5,15.4711375
2006-10-10 00:00:00,-2,15.3092055555556
2006-10-10 00:00:00,-2.5,15.2788
2006-10-10 00:00:00,-3,15.2603069444444
2006-10-10 00:00:00,-3.5,15.2518909722222
2006-10-10 00:00:00,-4,15.2442097222222
2006-10-10 00:00:00,-4.5,15.2327854166667
2006-10-10 00:00:00,-5,15.2219430555556
2006-10-10 00:00:00,-6,15.1884645833333
2006-10-10 00:00:00,-7,15.1556326388889
2006-10-10 00:00:00,-8,15.1156298611111
2006-10-10 00:00:00,-9,15.03596875
2006-10-10 00:00:00,-10,14.9398319444444
2006-10-10 00:00:00,-11,14.5853347222222
2006-10-10 00:00:00,-12,14.0099055555556
2006-10-10 00:00:00,-14,13.4362416666667
2006-10-10 00:00:00,-16,13.2696236111111
2006-10-10 00:00:00,-18,13.1704798611111
2006-10-10 00:00:00,-20,13.1110888888889
2006-10-10 00:00:00,-22,13.0675333333333
2006-10-10 00:00:00,-24,13.0190180555556
2006-10-10 00:00:00,-26,12.9765326388889
2006-10-10 00:00:00,-28,12.9414166666667
2006-10-10 00:00:00,-30,12.80605625
2006-10-10 00:00:00,-32,12.8353347222222
2006-10-10 00:00:00,-34,12.8393736111111
2006-10-10 00:00:00,-36,12.84405625
2006-10-11 00:00:00,-0.25,15.9213541666667
2006-10-11 00:00:00,-0.5,15.8905909722222
2006-10-11 00:00:00,-1,15.64259375
2006-10-11 00:00:00,-1.5,15.5494166666667
2006-10-11 00:00:00,-2,15.4822395833333
2006-10-11 00:00:00,-2.5,15.41838125
2006-10-11 00:00:00,-3,15.3440916666667
2006-10-11 00:00:00,-3.5,15.28584375
2006-10-11 00:00:00,-4,15.2524020833333
2006-10-11 00:00:00,-4.5,15.2028972222222
2006-10-11 00:00:00,-5,15.1624965277778
2006-10-11 00:00:00,-6,15.0759444444444
2006-10-11 00:00:00,-7,15.0206430555556
2006-10-11 00:00:00,-8,14.9240548611111
2006-10-11 00:00:00,-9,14.6756583333333
2006-10-11 00:00:00,-10,14.4262722222222
2006-10-11 00:00:00,-11,14.1281152777778
2006-10-11 00:00:00,-12,13.8443743055556
2006-10-11 00:00:00,-14,13.5527770833333
2006-10-11 00:00:00,-16,13.4001118055556
2006-10-11 00:00:00,-18,13.2612659722222
2006-10-11 00:00:00,-20,13.1683840277778
2006-10-11 00:00:00,-22,13.1112819444444
2006-10-11 00:00:00,-24,13.0674125
2006-10-11 00:00:00,-26,13.0218576388889
2006-10-11 00:00:00,-28,12.9682701388889
2006-10-11 00:00:00,-30,12.8453041666667
2006-10-11 00:00:00,-32,12.8793444444444
2006-10-11 00:00:00,-34,12.8859923611111
2006-10-11 00:00:00,-36,12.8887645833333
2006-10-12 00:00:00,-0.25,15.7325680555556
2006-10-12 00:00:00,-0.5,15.7265152777778
2006-10-12 00:00:00,-1,15.6995680555556
2006-10-12 00:00:00,-1.5,15.6616604166667
2006-10-12 00:00:00,-2,15.5921020833333
2006-10-12 00:00:00,-2.5,15.5381055555556
2006-10-12 00:00:00,-3,15.47671875
2006-10-12 00:00:00,-3.5,15.4277006944444
2006-10-12 00:00:00,-4,15.3778
2006-10-12 00:00:00,-4.5,15.3129465277778
2006-10-12 00:00:00,-5,15.2485847222222
2006-10-12 00:00:00,-6,15.0794402777778
2006-10-12 00:00:00,-7,14.9431486111111
2006-10-12 00:00:00,-8,14.7831
2006-10-12 00:00:00,-9,14.6250694444444
2006-10-12 00:00:00,-10,14.4542159722222
2006-10-12 00:00:00,-11,14.2290930555556
2006-10-12 00:00:00,-12,14.0354791666667
2006-10-12 00:00:00,-14,13.7570013888889
2006-10-12 00:00:00,-16,13.5529673611111
2006-10-12 00:00:00,-18,13.3808694444444
2006-10-12 00:00:00,-20,13.2426652777778
2006-10-12 00:00:00,-22,13.1634395833333
2006-10-12 00:00:00,-24,13.1077208333333
2006-10-12 00:00:00,-26,13.0661875
2006-10-12 00:00:00,-28,13.0197916666667
2006-10-12 00:00:00,-30,12.9152888888889
2006-10-12 00:00:00,-32,12.9519090277778
2006-10-12 00:00:00,-34,12.9587770833333
2006-10-12 00:00:00,-36,12.9583506944444
2006-10-13 00:00:00,-0.25,16.4024875
2006-10-13 00:00:00,-0.5,16.29706875
2006-10-13 00:00:00,-1,16.0512784722222
2006-10-13 00:00:00,-1.5,15.8936263888889
2006-10-13 00:00:00,-2,15.8251298611111
2006-10-13 00:00:00,-2.5,15.7972722222222
2006-10-13 00:00:00,-3,15.7777486111111
2006-10-13 00:00:00,-3.5,15.7604381944444
2006-10-13 00:00:00,-4,15.7427402777778
2006-10-13 00:00:00,-4.5,15.7260465277778
2006-10-13 00:00:00,-5,15.7163708333333
2006-10-13 00:00:00,-6,15.6985319444444
2006-10-13 00:00:00,-7,15.5976361111111
2006-10-13 00:00:00,-8,15.3789694444444
2006-10-13 00:00:00,-9,15.0526861111111
2006-10-13 00:00:00,-10,14.7940694444444
2006-10-13 00:00:00,-11,14.5410576388889
2006-10-13 00:00:00,-12,14.3206972222222
2006-10-13 00:00:00,-14,13.9157527777778
2006-10-13 00:00:00,-16,13.6409125
2006-10-13 00:00:00,-18,13.4716965277778
2006-10-13 00:00:00,-20,13.3396125
2006-10-13 00:00:00,-22,13.2439305555556
2006-10-13 00:00:00,-24,13.1752277777778
2006-10-13 00:00:00,-26,13.1256611111111
2006-10-13 00:00:00,-28,13.0708375
2006-10-13 00:00:00,-30,12.9504777777778
2006-10-13 00:00:00,-32,12.9749958333333
2006-10-13 00:00:00,-34,12.9866694444444
2006-10-13 00:00:00,-36,12.9884645833333
2006-10-14 00:00:00,-0.25,16.4897458333333
2006-10-14 00:00:00,-0.5,16.4949645833333
2006-10-14 00:00:00,-1,16.4594548611111
2006-10-14 00:00:00,-1.5,16.359825
2006-10-14 00:00:00,-2,16.2561201388889
2006-10-14 00:00:00,-2.5,16.1457
2006-10-14 00:00:00,-3,16.0172805555556
2006-10-14 00:00:00,-3.5,15.9163090277778
2006-10-14 00:00:00,-4,15.8527194444444
2006-10-14 00:00:00,-4.5,15.8142583333333
2006-10-14 00:00:00,-5,15.7662590277778
2006-10-14 00:00:00,-6,15.6229618055556
2006-10-14 00:00:00,-7,15.4530229166667
2006-10-14 00:00:00,-8,15.2023347222222
2006-10-14 00:00:00,-9,14.9625034722222
2006-10-14 00:00:00,-10,14.7346736111111
2006-10-14 00:00:00,-11,14.5086
2006-10-14 00:00:00,-12,14.3124138888889
2006-10-14 00:00:00,-14,13.9561840277778
2006-10-14 00:00:00,-16,13.7027381944444
2006-10-14 00:00:00,-18,13.5146284722222
2006-10-14 00:00:00,-20,13.3897458333333
2006-10-14 00:00:00,-22,13.3079270833333
2006-10-14 00:00:00,-24,13.2374444444444
2006-10-14 00:00:00,-26,13.1761236111111
2006-10-14 00:00:00,-28,13.1104284722222
2006-10-14 00:00:00,-30,12.97516875
2006-10-14 00:00:00,-32,13.0000229166667
2006-10-14 00:00:00,-34,13.0111222222222
2006-10-14 00:00:00,-36,13.0151013888889
2006-10-15 00:00:00,-0.25,16.8260493055556
2006-10-15 00:00:00,-0.5,16.7953090277778
2006-10-15 00:00:00,-1,16.6671541666667
2006-10-15 00:00:00,-1.5,16.595525
2006-10-15 00:00:00,-2,16.5311361111111
2006-10-15 00:00:00,-2.5,16.4862493055556
2006-10-15 00:00:00,-3,16.4362166666667
2006-10-15 00:00:00,-3.5,16.386
2006-10-15 00:00:00,-4,16.2785083333333
2006-10-15 00:00:00,-4.5,16.1436826388889
2006-10-15 00:00:00,-5,16.0852381944444
2006-10-15 00:00:00,-6,15.9725118055556
2006-10-15 00:00:00,-7,15.8952638888889
2006-10-15 00:00:00,-8,15.7998659722222
2006-10-15 00:00:00,-9,15.4840013888889
2006-10-15 00:00:00,-10,15.1047541666667
2006-10-15 00:00:00,-11,14.8433263888889
2006-10-15 00:00:00,-12,14.5995604166667
2006-10-15 00:00:00,-14,14.1867361111111
2006-10-15 00:00:00,-16,13.8261423611111
2006-10-15 00:00:00,-18,13.5919861111111
2006-10-15 00:00:00,-20,13.4514694444444
2006-10-15 00:00:00,-22,13.3710506944444
2006-10-15 00:00:00,-24,13.3010861111111
2006-10-15 00:00:00,-26,13.2338097222222
2006-10-15 00:00:00,-28,13.1711013888889
2006-10-15 00:00:00,-30,13.0194694444444
2006-10-15 00:00:00,-32,13.0435729166667
2006-10-15 00:00:00,-34,13.0577486111111
2006-10-15 00:00:00,-36,13.0613875
2006-10-16 00:00:00,-0.25,17.3967104166667
2006-10-16 00:00:00,-0.5,17.2632944444444
2006-10-16 00:00:00,-1,16.9402791666667
2006-10-16 00:00:00,-1.5,16.7609152777778
2006-10-16 00:00:00,-2,16.6689840277778
2006-10-16 00:00:00,-2.5,16.6274451388889
2006-10-16 00:00:00,-3,16.5935909722222
2006-10-16 00:00:00,-3.5,16.5650194444444
2006-10-16 00:00:00,-4,16.5411944444444
2006-10-16 00:00:00,-4.5,16.50526875
2006-10-16 00:00:00,-5,16.4776583333333
2006-10-16 00:00:00,-6,16.4037909722222
2006-10-16 00:00:00,-7,16.2312277777778
2006-10-16 00:00:00,-8,15.9741083333333
2006-10-16 00:00:00,-9,15.5865305555556
2006-10-16 00:00:00,-10,15.1393694444444
2006-10-16 00:00:00,-11,14.7203555555556
2006-10-16 00:00:00,-12,14.4646986111111
2006-10-16 00:00:00,-14,14.1218277777778
2006-10-16 00:00:00,-16,13.8190701388889
2006-10-16 00:00:00,-18,13.6298166666667
2006-10-16 00:00:00,-20,13.4986451388889
2006-10-16 00:00:00,-22,13.4205416666667
2006-10-16 00:00:00,-24,13.3525111111111
2006-10-16 00:00:00,-26,13.295025
2006-10-16 00:00:00,-28,13.2258333333333
2006-10-16 00:00:00,-30,13.0602548611111
2006-10-16 00:00:00,-32,13.0934701388889
2006-10-16 00:00:00,-34,13.10108125
2006-10-16 00:00:00,-36,13.1048527777778
2006-10-17 00:00:00,-0.25,16.9205090277778
2006-10-17 00:00:00,-0.5,16.9143451388889
2006-10-17 00:00:00,-1,16.8554604166667
2006-10-17 00:00:00,-1.5,16.7723486111111
2006-10-17 00:00:00,-2,16.6714326388889
2006-10-17 00:00:00,-2.5,16.6061701388889
2006-10-17 00:00:00,-3,16.5498944444444
2006-10-17 00:00:00,-3.5,16.5114319444444
2006-10-17 00:00:00,-4,16.4577284722222
2006-10-17 00:00:00,-4.5,16.3833083333333
2006-10-17 00:00:00,-5,16.3057423611111
2006-10-17 00:00:00,-6,16.0301298611111
2006-10-17 00:00:00,-7,15.7773006944444
2006-10-17 00:00:00,-8,15.50485625
2006-10-17 00:00:00,-9,15.2012180555556
2006-10-17 00:00:00,-10,14.8505104166667
2006-10-17 00:00:00,-11,14.6315673611111
2006-10-17 00:00:00,-12,14.4777472222222
2006-10-17 00:00:00,-14,14.2102888888889
2006-10-17 00:00:00,-16,13.9356854166667
2006-10-17 00:00:00,-18,13.716125
2006-10-17 00:00:00,-20,13.5733027777778
2006-10-17 00:00:00,-22,13.4664131944444
2006-10-17 00:00:00,-24,13.3958506944444
2006-10-17 00:00:00,-26,13.3463347222222
2006-10-17 00:00:00,-28,13.2758020833333
2006-10-17 00:00:00,-30,13.1218944444444
2006-10-17 00:00:00,-32,13.1573590277778
2006-10-17 00:00:00,-34,13.1657951388889
2006-10-17 00:00:00,-36,13.1684375
2006-10-18 00:00:00,-0.25,16.5585263888889
2006-10-18 00:00:00,-0.5,16.5549381944444
2006-10-18 00:00:00,-1,16.5319868055556
2006-10-18 00:00:00,-1.5,16.4769180555556
2006-10-18 00:00:00,-2,16.3816444444444
2006-10-18 00:00:00,-2.5,16.2996798611111
2006-10-18 00:00:00,-3,16.2077736111111
2006-10-18 00:00:00,-3.5,16.1130520833333
2006-10-18 00:00:00,-4,15.9739361111111
2006-10-18 00:00:00,-4.5,15.86271875
2006-10-18 00:00:00,-5,15.7434555555556
2006-10-18 00:00:00,-6,15.4796527777778
2006-10-18 00:00:00,-7,15.2601958333333
2006-10-18 00:00:00,-8,15.0980833333333
2006-10-18 00:00:00,-9,14.9442159722222
2006-10-18 00:00:00,-10,14.8113368055556
2006-10-18 00:00:00,-11,14.6787090277778
2006-10-18 00:00:00,-12,14.5663215277778
2006-10-18 00:00:00,-14,14.3539125
2006-10-18 00:00:00,-16,14.0909229166667
2006-10-18 00:00:00,-18,13.8398388888889
2006-10-18 00:00:00,-20,13.6512173611111
2006-10-18 00:00:00,-22,13.5406527777778
2006-10-18 00:00:00,-24,13.4696666666667
2006-10-18 00:00:00,-26,13.4097847222222
2006-10-18 00:00:00,-28,13.3376013888889
2006-10-18 00:00:00,-30,13.1927354166667
2006-10-18 00:00:00,-32,13.2271527777778
2006-10-18 00:00:00,-34,13.2376979166667
2006-10-18 00:00:00,-36,13.2368881944444
2006-10-19 00:00:00,-0.25,17.0310729166667
2006-10-19 00:00:00,-0.5,16.9383375
2006-10-19 00:00:00,-1,16.5777222222222
2006-10-19 00:00:00,-1.5,16.3882486111111
2006-10-19 00:00:00,-2,16.2836715277778
2006-10-19 00:00:00,-2.5,16.2172770833333
2006-10-19 00:00:00,-3,16.1748798611111
2006-10-19 00:00:00,-3.5,16.1394215277778
2006-10-19 00:00:00,-4,16.11244375
2006-10-19 00:00:00,-4.5,16.0797284722222
2006-10-19 00:00:00,-5,16.0538902777778
2006-10-19 00:00:00,-6,15.9939597222222
2006-10-19 00:00:00,-7,15.9366798611111
2006-10-19 00:00:00,-8,15.8729201388889
2006-10-19 00:00:00,-9,15.7153451388889
2006-10-19 00:00:00,-10,15.457075
2006-10-19 00:00:00,-11,15.1710520833333
2006-10-19 00:00:00,-12,14.9887506944444
2006-10-19 00:00:00,-14,14.6375048611111
2006-10-19 00:00:00,-16,14.3098395833333
2006-10-19 00:00:00,-18,13.9861388888889
2006-10-19 00:00:00,-20,13.7786944444444
2006-10-19 00:00:00,-22,13.62495
2006-10-19 00:00:00,-24,13.5303854166667
2006-10-19 00:00:00,-26,13.4634270833333
2006-10-19 00:00:00,-28,13.4004326388889
2006-10-19 00:00:00,-30,13.2370319444444
2006-10-19 00:00:00,-32,13.2616590277778
2006-10-19 00:00:00,-34,13.2726548611111
2006-10-19 00:00:00,-36,13.2803236111111
2006-10-20 00:00:00,-0.25,16.9483097222222
2006-10-20 00:00:00,-0.5,16.9429430555556
2006-10-20 00:00:00,-1,16.89553125
2006-10-20 00:00:00,-1.5,16.8637159722222
2006-10-20 00:00:00,-2,16.8300986111111
2006-10-20 00:00:00,-2.5,16.7863493055556
2006-10-20 00:00:00,-3,16.7329284722222
2006-10-20 00:00:00,-3.5,16.68021875
2006-10-20 00:00:00,-4,16.6275423611111
2006-10-20 00:00:00,-4.5,16.5753215277778
2006-10-20 00:00:00,-5,16.5174944444444
2006-10-20 00:00:00,-6,16.3179388888889
2006-10-20 00:00:00,-7,16.1695298611111
2006-10-20 00:00:00,-8,16.0566465277778
2006-10-20 00:00:00,-9,15.9562340277778
2006-10-20 00:00:00,-10,15.7495902777778
2006-10-20 00:00:00,-11,15.4014868055556
2006-10-20 00:00:00,-12,15.0609277777778
2006-10-20 00:00:00,-14,14.5986743055556
2006-10-20 00:00:00,-16,14.2500111111111
2006-10-20 00:00:00,-18,14.0103895833333
2006-10-20 00:00:00,-20,13.8387215277778
2006-10-20 00:00:00,-22,13.7057798611111
2006-10-20 00:00:00,-24,13.6029020833333
2006-10-20 00:00:00,-26,13.52680625
2006-10-20 00:00:00,-28,13.4494916666667
2006-10-20 00:00:00,-30,13.2756472222222
2006-10-20 00:00:00,-32,13.3038145833333
2006-10-20 00:00:00,-34,13.31783125
2006-10-20 00:00:00,-36,13.3207597222222
2006-10-21 00:00:00,-0.25,17.1706145833333
2006-10-21 00:00:00,-0.5,17.1806972222222
2006-10-21 00:00:00,-1,17.1308576388889
2006-10-21 00:00:00,-1.5,17.0948006944444
2006-10-21 00:00:00,-2,17.0739916666667
2006-10-21 00:00:00,-2.5,17.0606013888889
2006-10-21 00:00:00,-3,17.0491951388889
2006-10-21 00:00:00,-3.5,17.0343270833333
2006-10-21 00:00:00,-4,17.0181381944444
2006-10-21 00:00:00,-4.5,16.997175
2006-10-21 00:00:00,-5,16.9607166666667
2006-10-21 00:00:00,-6,16.8835604166667
2006-10-21 00:00:00,-7,16.6872055555556
2006-10-21 00:00:00,-8,16.5277388888889
2006-10-21 00:00:00,-9,16.3622104166667
2006-10-21 00:00:00,-10,16.0168583333333
2006-10-21 00:00:00,-11,15.6174416666667
2006-10-21 00:00:00,-12,15.1764416666667
2006-10-21 00:00:00,-14,14.6523513888889
2006-10-21 00:00:00,-16,14.3401743055556
2006-10-21 00:00:00,-18,14.0944909722222
2006-10-21 00:00:00,-20,13.9213354166667
2006-10-21 00:00:00,-22,13.7867090277778
2006-10-21 00:00:00,-24,13.6789618055556
2006-10-21 00:00:00,-26,13.6075402777778
2006-10-21 00:00:00,-28,13.51941875
2006-10-21 00:00:00,-30,13.3437006944444
2006-10-21 00:00:00,-32,13.3726777777778
2006-10-21 00:00:00,-34,13.3839284722222
2006-10-21 00:00:00,-36,13.3890895833333
2006-10-22 00:00:00,-0.25,17.7571715277778
2006-10-22 00:00:00,-0.5,17.6950625
2006-10-22 00:00:00,-1,17.4893597222222
2006-10-22 00:00:00,-1.5,17.3187506944444
2006-10-22 00:00:00,-2,17.2163263888889
2006-10-22 00:00:00,-2.5,17.1449381944444
2006-10-22 00:00:00,-3,17.0571597222222
2006-10-22 00:00:00,-3.5,16.9708333333333
2006-10-22 00:00:00,-4,16.9208861111111
2006-10-22 00:00:00,-4.5,16.8955298611111
2006-10-22 00:00:00,-5,16.8819625
2006-10-22 00:00:00,-6,16.8547798611111
2006-10-22 00:00:00,-7,16.7981486111111
2006-10-22 00:00:00,-8,16.7319298611111
2006-10-22 00:00:00,-9,16.5541270833333
2006-10-22 00:00:00,-10,16.1633486111111
2006-10-22 00:00:00,-11,15.5299583333333
2006-10-22 00:00:00,-12,15.0732
