Date,Pptn,Temp,Wind_speed,PET,Q,TP_catch,chl-a_lake,TP_lake,colour_lake,CyanoBiovol,colour_van1,chl-a_van1,TP_van1,Rain_day,Pptn_intense,Wind_under_Q0.1,Wind_under_Q0.2,Wind_under_Q0.3,Wind_under_Q0.4,Wind_under_Q0.5,Wind_over_Q0.5,Wind_over_Q0.6,Wind_over_Q0.7,Wind_over_Q0.8,Wind_over_Q0.9,Pptn_lag1M,Temp_lag1M,Wind_speed_lag1M,PET_lag1M,Q_lag1M,TP_catch_lag1M,chl-a_lake_lag1M,TP_lake_lag1M,colour_lake_lag1M,CyanoBiovol_lag1M,colour_van1_lag1M,chl-a_van1_lag1M,TP_van1_lag1M,Rain_day_lag1M,Pptn_intense_lag1M,Wind_under_Q0.1_lag1M,Wind_under_Q0.2_lag1M,Wind_under_Q0.3_lag1M,Wind_under_Q0.4_lag1M,Wind_under_Q0.5_lag1M,Wind_over_Q0.5_lag1M,Wind_over_Q0.6_lag1M,Wind_over_Q0.7_lag1M,Wind_over_Q0.8_lag1M,Wind_over_Q0.9_lag1M,Month,season_2,Pptn_winterSum,Rain_day_winterSum,Pptn_intense_winterSum,PET_winterSum,Wind_under_Q0.1_winterSum,Wind_under_Q0.2_winterSum,Wind_under_Q0.3_winterSum,Wind_under_Q0.4_winterSum,Wind_under_Q0.5_winterSum,Wind_over_Q0.5_winterSum,Wind_over_Q0.6_winterSum,Wind_over_Q0.7_winterSum,Wind_over_Q0.8_winterSum,Wind_over_Q0.9_winterSum,Pptn_lag2M_sum,Pptn_lag3M_sum,Pptn_lag4M_sum,Pptn_lag5M_sum,Pptn_lag6M_sum,Rain_day_lag2M_sum,Rain_day_lag3M_sum,Rain_day_lag4M_sum,Rain_day_lag5M_sum,Rain_day_lag6M_sum,Pptn_intense_lag2M_sum,Pptn_intense_lag3M_sum,Pptn_intense_lag4M_sum,Pptn_intense_lag5M_sum,Pptn_intense_lag6M_sum,PET_lag2M_sum,PET_lag3M_sum,PET_lag4M_sum,PET_lag5M_sum,PET_lag6M_sum,Wind_under_Q0.1_lag2M_sum,Wind_under_Q0.1_lag3M_sum,Wind_under_Q0.1_lag4M_sum,Wind_under_Q0.1_lag5M_sum,Wind_under_Q0.1_lag6M_sum,Wind_under_Q0.2_lag2M_sum,Wind_under_Q0.2_lag3M_sum,Wind_under_Q0.2_lag4M_sum,Wind_under_Q0.2_lag5M_sum,Wind_under_Q0.2_lag6M_sum,Wind_under_Q0.3_lag2M_sum,Wind_under_Q0.3_lag3M_sum,Wind_under_Q0.3_lag4M_sum,Wind_under_Q0.3_lag5M_sum,Wind_under_Q0.3_lag6M_sum,Wind_under_Q0.4_lag2M_sum,Wind_under_Q0.4_lag3M_sum,Wind_under_Q0.4_lag4M_sum,Wind_under_Q0.4_lag5M_sum,Wind_under_Q0.4_lag6M_sum,Wind_under_Q0.5_lag2M_sum,Wind_under_Q0.5_lag3M_sum,Wind_under_Q0.5_lag4M_sum,Wind_under_Q0.5_lag5M_sum,Wind_under_Q0.5_lag6M_sum,Wind_over_Q0.5_lag2M_sum,Wind_over_Q0.5_lag3M_sum,Wind_over_Q0.5_lag4M_sum,Wind_over_Q0.5_lag5M_sum,Wind_over_Q0.5_lag6M_sum,Wind_over_Q0.6_lag2M_sum,Wind_over_Q0.6_lag3M_sum,Wind_over_Q0.6_lag4M_sum,Wind_over_Q0.6_lag5M_sum,Wind_over_Q0.6_lag6M_sum,Wind_over_Q0.7_lag2M_sum,Wind_over_Q0.7_lag3M_sum,Wind_over_Q0.7_lag4M_sum,Wind_over_Q0.7_lag5M_sum,Wind_over_Q0.7_lag6M_sum,Wind_over_Q0.8_lag2M_sum,Wind_over_Q0.8_lag3M_sum,Wind_over_Q0.8_lag4M_sum,Wind_over_Q0.8_lag5M_sum,Wind_over_Q0.8_lag6M_sum,Wind_over_Q0.9_lag2M_sum,Wind_over_Q0.9_lag3M_sum,Wind_over_Q0.9_lag4M_sum,Wind_over_Q0.9_lag5M_sum,Wind_over_Q0.9_lag6M_sum,TP_catch_lag2M_av,TP_catch_lag3M_av,Temp_lag2M_av,Temp_lag3M_av,Q_lag2M_av,Q_lag3M_av,Season,chl-a_lake_prevSummer,TP_lake_prevSummer,CyanoBiovol_prevSummer,chl-a_van1_prevSummer,TP_van1_prevSummer
2002-09-30,44.681944299,11.62654741466667,2.570000000000001,66.730688559,0.5948999999999999,42.333333333333336,18.0,31.0,52.8,0.355,,7.0,17.0,21,2,2.0,8.0,18.0,22.0,23.0,7.0,6.0,3.0,2.0,0.0,44.886543969000016,18.575327721935476,2.470967741935484,119.32561589399998,2.0329,50.0,33.0,31.5,51.5,0.6515,,9.5,21.0,24.0,1.0,1.0,14.0,19.0,23.0,27.0,4.0,4.0,3.0,1.0,1.0,9,1,407.473321838,162.0,15.0,68.406841223,27.0,45.0,57.0,77.0,92.0,83.0,73.0,58.0,44.0,25.0,201.8467231200001,288.07121332100036,365.7140174309996,418.1744713309997,451.42502573899924,52.0,78.0,100.0,126.0,154.0,10.0,13.0,16.0,18.0,20.0,248.31869638199996,367.22032561700007,456.3377031140001,497.3545088340003,510.61704911699997,2.0,2.0,2.0,3.0,5.0,19.0,19.0,22.0,25.0,30.0,26.0,29.0,33.0,39.0,45.0,36.0,44.0,50.0,59.0,69.0,42.0,56.0,65.0,78.0,90.0,20.0,34.0,54.0,70.0,88.0,17.0,29.0,49.0,63.0,78.0,12.0,22.0,34.0,42.0,55.0,8.0,12.0,18.0,22.0,32.0,3.0,5.0,6.0,8.0,15.0,59.99999999999994,50.1666666666666,17.580955533548384,16.856503028365584,4.442489999999995,3.697857530864196,aut,21.499999999999996,40.8,0.40520000000000006,11.940000000000001,23.2
2003-06-30,86.928853637,15.217053903333335,3.5066666666666673,118.56964526499999,2.0338148148148147,39.0,13.15,40.0,51.0,0.194,,7.75,20.0,28,2,1.0,2.0,4.0,8.0,12.0,15.0,10.0,9.0,4.0,0.0,92.29302138499999,9.288127930193548,4.006451612903225,76.286752479,8.02826923076923,41.5,,,45.0,,,,,27.0,3.0,0.0,0.0,2.0,5.0,10.0,20.0,17.0,15.0,8.0,2.0,6,1,412.2212829540001,137.0,18.0,30.295875255000006,33.0,61.0,77.0,95.0,104.0,74.0,60.0,43.0,32.0,18.0,162.75263524000005,190.5012194810003,250.88393015799966,306.7213075589996,353.5404439029992,39.0,60.0,78.0,102.0,127.0,6.0,6.0,8.0,11.0,13.0,110.45833224699996,118.62880777200009,119.10257757100008,119.1025775710003,119.10257757099996,2.0,4.0,11.0,17.0,26.0,5.0,15.0,27.0,37.0,51.0,9.0,19.0,39.0,53.0,68.0,16.0,32.0,52.0,68.0,86.0,24.0,42.0,63.0,80.0,98.0,35.0,45.0,52.0,66.0,79.0,31.0,40.0,47.0,58.0,67.0,27.0,33.0,39.0,48.0,51.0,17.0,21.0,25.0,34.0,35.0,6.0,9.0,12.0,18.0,18.0,72.74999999999994,82.49999999999993,6.930992903563439,4.791194171214332,8.064759615384611,7.4595064102564095,summ,27.0,37.8,0.6038,9.0,23.4
2003-07-31,93.31098381,17.906098101290326,3.3161290322580643,136.346741116,1.219736842105263,89.0,22.05,27.0,45.0,0.875,,7.550000000000001,13.5,27,4,0.0,4.0,7.0,12.0,16.0,14.0,12.0,7.0,3.0,0.0,86.928853637,15.217053903333335,3.5066666666666673,118.56964526499999,2.0338148148148147,39.0,13.15,40.0,51.0,0.194,,7.75,20.0,28.0,2.0,1.0,2.0,4.0,8.0,12.0,15.0,10.0,9.0,4.0,0.0,7,1,412.2212829540001,137.0,18.0,30.295875255000006,33.0,61.0,77.0,95.0,104.0,74.0,60.0,43.0,32.0,18.0,179.22187502200006,249.68148887700033,277.4300731179996,337.81278379499963,393.65016119599915,55.0,67.0,88.0,106.0,130.0,5.0,8.0,8.0,10.0,13.0,194.85639774399993,229.0279775120001,237.19845303700006,237.6722228360003,237.67222283599995,1.0,3.0,5.0,12.0,18.0,2.0,7.0,17.0,29.0,39.0,6.0,13.0,23.0,43.0,57.0,13.0,24.0,40.0,60.0,76.0,22.0,36.0,54.0,75.0,92.0,35.0,50.0,60.0,67.0,81.0,27.0,41.0,50.0,57.0,68.0,24.0,36.0,42.0,48.0,57.0,12.0,21.0,25.0,29.0,38.0,2.0,6.0,9.0,12.0,18.0,40.24999999999994,61.49999999999992,12.252590916763442,9.693013236820066,5.031042022792017,6.054444681861347,summ,27.0,37.8,0.6038,9.0,23.4
2003-08-31,46.411951884,16.37270167161291,3.519354838709677,111.380653031,0.8251999999999999,51.0,13.7,30.0,45.0,1.291,,9.1,24.0,24,1,0.0,1.0,5.0,9.0,12.0,19.0,15.0,9.0,2.0,1.0,93.31098381,17.906098101290326,3.3161290322580643,136.346741116,1.219736842105263,89.0,22.05,27.0,45.0,0.875,,7.550000000000001,13.5,27.0,4.0,0.0,4.0,7.0,12.0,16.0,14.0,12.0,7.0,3.0,0.0,8,1,412.2212829540001,137.0,18.0,30.295875255000006,33.0,61.0,77.0,95.0,104.0,74.0,60.0,43.0,32.0,18.0,180.23983744700007,272.53285883200033,342.9924726869996,370.7410569279996,431.1237676049991,55.0,82.0,94.0,115.0,133.0,6.0,9.0,12.0,12.0,14.0,254.91638638099997,331.2031388600001,365.37471862800004,373.54519415300024,374.0189639519999,1.0,1.0,3.0,5.0,12.0,6.0,6.0,11.0,21.0,33.0,11.0,13.0,20.0,30.0,50.0,20.0,25.0,36.0,52.0,72.0,28.0,38.0,52.0,70.0,91.0,29.0,49.0,64.0,74.0,81.0,22.0,39.0,53.0,62.0,69.0,16.0,31.0,43.0,49.0,55.0,7.0,15.0,24.0,28.0,32.0,0.0,2.0,6.0,9.0,12.0,63.99999999999994,56.49999999999992,16.56157600231183,14.137093311605732,1.6267758284600342,3.7606069625631005,summ,27.0,37.8,0.6038,9.0,23.4
2003-09-30,57.607135114,11.720342004399997,3.963333333333334,66.04644035499999,0.39142857142857135,34.0,15.6,37.0,38.5,0.6925,,8.933333333333334,16.666666666666668,23,3,1.0,5.0,7.0,8.0,12.0,17.0,14.0,11.0,9.0,5.0,46.411951884,16.37270167161291,3.519354838709677,111.380653031,0.8251999999999999,51.0,13.7,30.0,45.0,1.291,,9.1,24.0,24.0,1.0,0.0,1.0,5.0,9.0,12.0,19.0,15.0,9.0,2.0,1.0,9,1,412.2212829540001,137.0,18.0,30.295875255000006,33.0,61.0,77.0,95.0,104.0,74.0,60.0,43.0,32.0,18.0,139.72293569400006,226.65178933100037,318.9448107159996,389.4044245709996,417.1530088119991,51.0,79.0,106.0,118.0,139.0,5.0,7.0,10.0,13.0,13.0,247.72739414699996,366.2970394120001,442.58379189100003,476.7553716590002,484.9258471839999,0.0,1.0,1.0,3.0,5.0,5.0,7.0,7.0,12.0,22.0,12.0,16.0,18.0,25.0,35.0,21.0,29.0,34.0,45.0,61.0,28.0,40.0,50.0,64.0,82.0,33.0,48.0,68.0,83.0,93.0,27.0,37.0,54.0,68.0,77.0,16.0,25.0,40.0,52.0,58.0,5.0,9.0,17.0,26.0,30.0,1.0,1.0,3.0,7.0,10.0,69.99999999999994,59.66666666666659,17.139399886451617,16.49861789207885,1.0224684210526267,1.3595838856400242,aut,27.0,37.8,0.6038,9.0,23.4
2004-06-30,92.425608283,13.507336725966669,4.1066666666666665,109.386049267,0.940448275862069,,44.0,42.0,44.0,3.268,,12.05,15.0,23,3,1.0,2.0,2.0,2.0,8.0,21.0,19.0,14.0,7.0,2.0,31.471149448999995,11.519996235580647,3.7319999999999993,88.93607390700002,2.103766666666667,,,,31.0,,,,,22.0,1.0,0.0,1.0,1.0,7.0,12.0,13.0,11.0,9.0,2.0,1.0,6,1,382.773647544,151.0,13.0,44.172640470000005,28.0,47.0,55.0,73.0,89.0,48.0,37.0,27.0,19.0,7.0,91.52451982600004,146.84821102500047,180.70428368899974,280.25178178899966,350.9683666519992,44.0,67.0,88.0,118.0,143.0,3.0,7.0,7.0,10.0,12.0,132.35545830399997,142.5510088170002,143.19039217099996,143.5179420590002,146.81466989599983,1.0,4.0,9.0,10.0,17.0,6.0,14.0,20.0,21.0,31.0,11.0,20.0,27.0,28.0,39.0,21.0,36.0,44.0,45.0,57.0,29.0,45.0,56.0,57.0,74.0,26.0,38.0,43.0,43.0,57.0,22.0,32.0,35.0,35.0,47.0,17.0,23.0,26.0,26.0,35.0,4.0,7.0,10.0,10.0,18.0,2.0,3.0,3.0,3.0,9.0,,,8.78824704774032,6.051150584267738,3.8050433333333307,5.164417777777776,summ,17.7375,31.0,0.80875,7.987500000000001,17.75
2004-07-31,67.16888954899999,14.926452098387099,3.21,119.01704110600002,1.6436071428571422,,21.0,37.0,41.0,0.978,,11.0,14.0,26,2,0.0,6.0,6.0,11.0,15.0,14.0,10.0,4.0,3.0,0.0,92.425608283,13.507336725966669,4.1066666666666665,109.386049267,0.940448275862069,,44.0,42.0,44.0,3.268,,12.05,15.0,23.0,3.0,1.0,2.0,2.0,2.0,8.0,21.0,19.0,14.0,7.0,2.0,7,1,382.773647544,151.0,13.0,44.172640470000005,28.0,47.0,55.0,73.0,89.0,48.0,37.0,27.0,19.0,7.0,123.89675773200004,183.95012810900045,239.27381930799976,273.12989197199965,372.6773900719992,45.0,67.0,90.0,111.0,141.0,4.0,6.0,10.0,10.0,13.0,198.32212317399998,241.7415075710002,251.93705808399997,252.57644143800022,252.9039913259998,1.0,2.0,5.0,10.0,11.0,3.0,8.0,16.0,22.0,23.0,3.0,13.0,22.0,29.0,30.0,9.0,23.0,38.0,46.0,47.0,20.0,37.0,53.0,64.0,65.0,34.0,47.0,59.0,64.0,64.0,30.0,41.0,51.0,54.0,54.0,23.0,31.0,37.0,40.0,40.0,9.0,11.0,14.0,17.0,17.0,3.0,4.0,5.0,5.0,5.0,,,12.513666480773654,10.361276940482433,1.522107471264364,2.850178314176244,summ,17.7375,31.0,0.80875,7.987500000000001,17.75
2004-08-31,111.046042283,16.469279433774194,3.1259259259259258,109.46593489000001,0.36519047619047623,,7.6,27.0,37.0,0.42699999999999994,,6.8,12.0,24,4,1.0,2.0,10.0,15.0,18.0,9.0,6.0,5.0,3.0,1.0,67.16888954899999,14.926452098387099,3.21,119.01704110600002,1.6436071428571422,,21.0,37.0,41.0,0.978,,11.0,14.0,26.0,2.0,0.0,6.0,6.0,11.0,15.0,14.0,10.0,4.0,3.0,0.0,8,1,382.773647544,151.0,13.0,44.172640470000005,28.0,47.0,55.0,73.0,89.0,48.0,37.0,27.0,19.0,7.0,159.59449783200003,191.0656472810004,251.1190176579997,306.4427088569996,340.29878152099917,49.0,71.0,93.0,116.0,137.0,5.0,6.0,8.0,12.0,12.0,228.40309037299994,317.33916428000026,360.75854867699996,370.95409919000025,371.5934825439998,1.0,1.0,2.0,5.0,10.0,8.0,9.0,14.0,22.0,28.0,8.0,9.0,19.0,28.0,35.0,13.0,20.0,34.0,49.0,57.0,23.0,35.0,52.0,68.0,79.0,35.0,48.0,61.0,73.0,78.0,29.0,40.0,51.0,61.0,64.0,18.0,27.0,35.0,41.0,44.0,10.0,12.0,14.0,17.0,20.0,2.0,3.0,4.0,5.0,5.0,,,14.216894412176877,13.317928353311466,1.2920277093596018,1.5626073617952907,summ,17.7375,31.0,0.80875,7.987500000000001,17.75
2004-09-30,117.50708313900002,11.1426476093,3.563333333333333,66.49783934700001,5.399666666666665,,18.5,36.5,39.0,0.43,,9.05,18.0,26,7,2.0,7.0,11.0,15.0,19.0,11.0,11.0,10.0,6.0,5.0,111.046042283,16.469279433774194,3.1259259259259258,109.46593489000001,0.36519047619047623,,7.6,27.0,37.0,0.42699999999999994,,6.8,12.0,24.0,4.0,1.0,2.0,10.0,15.0,18.0,9.0,6.0,5.0,3.0,1.0,9,1,382.773647544,151.0,13.0,44.172640470000005,28.0,47.0,55.0,73.0,89.0,48.0,37.0,27.0,19.0,7.0,178.21493183200002,270.6405401150004,302.1116895639997,362.16505994099964,417.4887511399992,50.0,73.0,95.0,117.0,140.0,6.0,9.0,10.0,12.0,16.0,228.48297599599996,337.86902526300025,426.80509917,470.2244835670003,480.4200340799998,1.0,2.0,2.0,3.0,6.0,8.0,10.0,11.0,16.0,24.0,16.0,18.0,19.0,29.0,38.0,26.0,28.0,35.0,49.0,64.0,33.0,41.0,53.0,70.0,86.0,23.0,44.0,57.0,70.0,82.0,16.0,35.0,46.0,57.0,67.0,9.0,23.0,32.0,40.0,46.0,6.0,13.0,15.0,17.0,20.0,1.0,3.0,4.0,5.0,6.0,,,15.697865766080639,14.967689419375981,1.0043988095238052,0.983081964969894,aut,17.7375,31.0,0.80875,7.987500000000001,17.75
2005-04-30,26.866752281999997,5.865256825633333,3.717857142857143,39.106396048,3.0736666666666665,42.5,7.05,28.0,61.0,0.0144552,54.6,4.15,28.0,20,1,2.0,2.0,6.0,11.0,13.0,14.0,12.0,11.0,7.0,3.0,21.800900262000006,-1.6990507423870966,2.5387096774193547,5.298358494,0.902,113.0,,,,,,,,20.0,0.0,7.0,14.0,18.0,24.0,24.0,7.0,5.0,3.0,2.0,1.0,4,1,382.3753430660001,153.0,14.0,51.293867064,30.0,46.0,61.0,77.0,86.0,72.0,62.0,48.0,38.0,21.0,49.095632703,112.52497212200052,165.85911490399974,233.00765300399968,382.3753430659992,39.0,67.0,97.0,125.0,153.0,1.0,3.0,5.0,7.0,14.0,6.03729825599991,10.861314882000189,14.316991038000005,20.658444369000314,51.29386706399974,9.0,12.0,17.0,26.0,30.0,17.0,23.0,30.0,42.0,46.0,21.0,31.0,39.0,52.0,61.0,27.0,38.0,49.0,64.0,77.0,29.0,41.0,55.0,71.0,86.0,17.0,36.0,45.0,59.0,72.0,14.0,30.0,39.0,51.0,62.0,10.0,22.0,30.0,39.0,48.0,8.0,19.0,26.0,32.0,38.0,6.0,11.0,15.0,18.0,21.0,71.99999999999994,62.99999999999992,-1.7857683010864132,-0.7569544434232022,1.7773636363636323,3.3787478005865075,spr,29.15,37.0,1.6735999999999998,10.475,14.0
2005-05-31,81.99327765300002,8.935905351225808,3.8290322580645153,73.565242609,1.859290322580645,53.5,11.24,27.8,57.0,0.11838059999999999,54.333333333333336,4.0200000000000005,23.8,28,4,0.0,0.0,2.0,9.0,14.0,16.0,12.0,10.0,7.0,3.0,26.866752281999997,5.865256825633333,3.717857142857143,39.106396048,3.0736666666666665,42.5,7.05,28.0,61.0,0.0144552,54.6,4.15,28.0,20.0,1.0,2.0,2.0,6.0,11.0,13.0,14.0,12.0,11.0,7.0,3.0,5,1,382.3753430660001,153.0,14.0,51.293867064,30.0,46.0,61.0,77.0,86.0,72.0,62.0,48.0,38.0,21.0,48.667652544,75.96238498500051,139.39172440399975,192.72586718599968,259.87440528599916,40.0,59.0,87.0,117.0,145.0,1.0,2.0,4.0,6.0,8.0,44.40475454199991,45.143694304000185,49.96771093,53.42338708600032,59.76484041699975,9.0,11.0,14.0,19.0,28.0,16.0,19.0,25.0,32.0,44.0,24.0,27.0,37.0,45.0,58.0,35.0,38.0,49.0,60.0,75.0,37.0,42.0,54.0,68.0,84.0,21.0,31.0,50.0,59.0,73.0,17.0,26.0,42.0,51.0,63.0,14.0,21.0,33.0,41.0,50.0,9.0,15.0,26.0,33.0,39.0,4.0,9.0,14.0,18.0,21.0,77.74999999999994,62.16666666666659,2.0831030416231107,0.7645734078201666,1.9878333333333291,2.209464646464644,spr,29.15,37.0,1.6735999999999998,10.475,14.0
2005-06-30,55.56853639500001,13.755647525966662,3.6392857142857147,108.64838612200002,2.1507,36.5,20.5,26.25,53.0,0.402988,42.55,7.375,20.5,18,2,0.0,1.0,3.0,7.0,13.0,15.0,15.0,11.0,2.0,0.0,81.99327765300002,8.935905351225808,3.8290322580645153,73.565242609,1.859290322580645,53.5,11.24,27.8,57.0,0.11838059999999999,54.333333333333336,4.0200000000000005,23.8,28.0,4.0,0.0,0.0,2.0,9.0,14.0,16.0,12.0,10.0,7.0,3.0,6,1,382.3753430660001,153.0,14.0,51.293867064,30.0,46.0,61.0,77.0,86.0,72.0,62.0,48.0,38.0,21.0,108.86002993500003,130.66093019700054,157.95566263799978,221.3850020569997,274.71914483899917,48.0,68.0,87.0,115.0,145.0,5.0,5.0,6.0,8.0,10.0,112.6716386569999,117.96999715100017,118.708936913,123.53295353900032,126.98862969499976,2.0,9.0,11.0,14.0,19.0,2.0,16.0,19.0,25.0,32.0,8.0,26.0,29.0,39.0,47.0,20.0,44.0,47.0,58.0,69.0,27.0,51.0,56.0,68.0,82.0,30.0,37.0,47.0,66.0,75.0,24.0,29.0,38.0,54.0,63.0,21.0,24.0,31.0,43.0,51.0,14.0,16.0,22.0,33.0,40.0,6.0,7.0,12.0,17.0,21.0,47.99999999999994,69.66666666666659,7.400581088429563,4.367370478157341,2.4664784946236513,1.944985663082435,summ,29.15,37.0,1.6735999999999998,10.475,14.0
2005-07-31,96.559389838,17.666804326451615,2.8689655172413793,132.370867237,0.4413548387096774,47.5,24.5,35.25,50.0,2.8305160799999998,36.63333333333333,5.7875,15.375,22,4,1.0,6.0,9.0,14.0,19.0,9.0,5.0,3.0,1.0,0.0,55.56853639500001,13.755647525966662,3.6392857142857147,108.64838612200002,2.1507,36.5,20.5,26.25,53.0,0.402988,42.55,7.375,20.5,18.0,2.0,0.0,1.0,3.0,7.0,13.0,15.0,15.0,11.0,2.0,0.0,7,1,382.3753430660001,153.0,14.0,51.293867064,30.0,46.0,61.0,77.0,86.0,72.0,62.0,48.0,38.0,21.0,137.56181404800003,164.42856633000056,186.22946659199977,213.5241990329997,276.9535384519992,46.0,66.0,86.0,105.0,133.0,6.0,7.0,7.0,8.0,10.0,182.21362873099994,221.32002477900016,226.61838327300003,227.35732303500032,232.18133966099978,0.0,2.0,9.0,11.0,14.0,1.0,3.0,17.0,20.0,26.0,5.0,11.0,29.0,32.0,42.0,16.0,27.0,51.0,54.0,65.0,27.0,40.0,64.0,69.0,81.0,31.0,45.0,52.0,62.0,81.0,27.0,39.0,44.0,53.0,69.0,21.0,32.0,35.0,42.0,54.0,9.0,16.0,18.0,24.0,35.0,3.0,6.0,7.0,12.0,17.0,44.99999999999994,44.16666666666659,11.345776438596229,9.518936567608593,2.004995161290318,2.361218996415768,summ,29.15,37.0,1.6735999999999998,10.475,14.0
2005-08-31,83.858209385,15.092315365483872,3.5709677419354837,105.38938263,1.6910689655172413,18.0,25.6,33.25,44.0,2.2076284266666666,32.5,8.18,17.4,28,3,1.0,6.0,8.0,9.0,15.0,16.0,14.0,11.0,4.0,1.0,96.559389838,17.666804326451615,2.8689655172413793,132.370867237,0.4413548387096774,47.5,24.5,35.25,50.0,2.8305160799999998,36.63333333333333,5.7875,15.375,22.0,4.0,1.0,6.0,9.0,14.0,19.0,9.0,5.0,3.0,1.0,0.0,8,1,382.3753430660001,153.0,14.0,51.293867064,30.0,46.0,61.0,77.0,86.0,72.0,62.0,48.0,38.0,21.0,152.12792623300004,234.12120388600056,260.98795616799976,282.78885642999967,310.08358887099917,40.0,68.0,88.0,108.0,127.0,6.0,10.0,11.0,11.0,12.0,241.01925335899995,314.5844959680001,353.690892016,358.9892505100004,359.7281902719998,1.0,1.0,3.0,10.0,12.0,7.0,7.0,9.0,23.0,26.0,12.0,14.0,20.0,38.0,41.0,21.0,30.0,41.0,65.0,68.0,32.0,46.0,59.0,83.0,88.0,24.0,40.0,54.0,61.0,71.0,20.0,32.0,44.0,49.0,58.0,14.0,24.0,35.0,38.0,45.0,3.0,10.0,17.0,19.0,25.0,0.0,3.0,6.0,7.0,12.0,41.99999999999994,45.83333333333326,15.711225926209135,13.452785734548023,1.2960274193548342,1.4837817204301054,summ,29.15,37.0,1.6735999999999998,10.475,14.0
2005-09-30,69.54971723700001,12.112489302599995,3.952380952380953,68.95227440999999,1.3978999999999997,34.0,24.0,38.25,43.0,1.2737045999999999,30.2,6.35,14.5,27,3,1.0,3.0,5.0,6.0,6.0,14.0,12.0,8.0,4.0,4.0,83.858209385,15.092315365483872,3.5709677419354837,105.38938263,1.6910689655172413,18.0,25.6,33.25,44.0,2.2076284266666666,32.5,8.18,17.4,28.0,3.0,1.0,6.0,8.0,9.0,15.0,16.0,14.0,11.0,4.0,1.0,9,1,382.3753430660001,153.0,14.0,51.293867064,30.0,46.0,61.0,77.0,86.0,72.0,62.0,48.0,38.0,21.0,180.41759922300002,235.98613561800056,317.97941327099977,344.84616555299965,366.64706581499917,50.0,68.0,96.0,116.0,136.0,7.0,9.0,13.0,14.0,14.0,237.7602498669999,346.4086359890001,419.973878598,459.08027464600036,464.3786331399998,2.0,2.0,2.0,4.0,11.0,12.0,13.0,13.0,15.0,29.0,17.0,20.0,22.0,28.0,46.0,23.0,30.0,39.0,50.0,74.0,34.0,47.0,61.0,74.0,98.0,25.0,40.0,56.0,70.0,77.0,19.0,34.0,46.0,58.0,63.0,14.0,25.0,35.0,46.0,49.0,5.0,7.0,14.0,21.0,23.0,1.0,1.0,4.0,7.0,8.0,32.74999999999994,33.99999999999992,16.37955984596774,15.504922405967378,1.0662119021134548,1.427707934742304,aut,29.15,37.0,1.6735999999999998,10.475,14.0
2005-10-31,90.18551044,7.017745645064515,3.0677419354838706,36.235252308999996,4.2381,72.5,12.3,32.625,32.0,0.560082,35.6,7.35,17.5,28,4,5.0,7.0,10.0,13.0,20.0,11.0,7.0,6.0,5.0,2.0,69.54971723700001,12.112489302599995,3.952380952380953,68.95227440999999,1.3978999999999997,34.0,24.0,38.25,43.0,1.2737045999999999,30.2,6.35,14.5,27.0,3.0,1.0,3.0,5.0,6.0,6.0,14.0,12.0,8.0,4.0,4.0,10,0,382.3753430660001,153.0,14.0,51.293867064,30.0,46.0,61.0,77.0,86.0,72.0,62.0,48.0,38.0,21.0,153.40792662200005,249.96731646000057,305.53585285499975,387.52913050799964,414.3958827899992,55.0,77.0,95.0,123.0,143.0,6.0,10.0,12.0,16.0,17.0,174.3416570399999,306.71252427700006,415.360910399,488.9261530080003,528.0325490559998,2.0,3.0,3.0,3.0,5.0,9.0,15.0,16.0,16.0,18.0,13.0,22.0,25.0,27.0,33.0,15.0,29.0,36.0,45.0,56.0,21.0,40.0,53.0,67.0,80.0,30.0,39.0,54.0,70.0,84.0,26.0,31.0,46.0,58.0,70.0,19.0,22.0,33.0,43.0,54.0,8.0,9.0,11.0,18.0,25.0,5.0,5.0,5.0,8.0,11.0,25.999999999999943,33.16666666666659,13.602402334041932,14.957202998178488,1.544484482758616,1.1767746014089708,aut,29.15,37.0,1.6735999999999998,10.475,14.0
