year,chla,chla_prevSummer,colour,colour_prevSummer,cyano,cyano_prevSummer,rain,rain_lag1,rainy_days_winter,temp,TP,TP_prevSummer,windDays_under_Q0.4,windDays_over_Q0.6
2009,16.258333333333333,15.836713286713287,54.25,71.66666666666667,1.58610922,0.6489535,266.053197576,224.56082484199996,60.0,11.455461719119569,28.666666666666668,32.50349650349651,42.0,28.0
2010,9.09,16.347348484848485,59.333333333333336,58.95833333333333,0.2241155,1.51199855,326.8746050749999,236.40363182700003,61.0,11.36921383441304,23.6,28.96969696969697,42.0,30.0
2011,8.875,11.395,76.64285714285714,61.41666666666667,0.05037,0.19236275,421.0773468849998,312.39723025099994,48.0,12.60968191846739,26.416666666666668,26.03076923076923,36.0,33.0
2012,11.430000000000001,12.060576923076923,65.38461538461539,72.74450549450549,0.210803,0.06478249999999999,368.214465486,277.5206129070001,44.0,11.160244650097827,24.6,26.554487179487182,28.0,38.0
2013,13.016666666666667,13.526538461538461,48.23333333333333,64.15384615384616,0.53426122,0.1282915,248.96127805300006,255.96350526799992,60.0,12.138823623804353,23.0,26.184615384615384,42.0,26.0
2014,11.766666666666666,14.058333333333334,34.82,59.36666666666666,0.18989649,0.447370899,482.4242307499999,151.17974869,94.0,12.848526221684784,18.866666666666667,22.992857142857144,41.0,29.0
2015,15.25,12.599999999999998,57.333333333333336,41.27666666666667,0.2326815,0.23661634999999998,370.8687279850001,314.06778695300005,83.0,12.217871806869566,26.333333333333332,20.3,36.0,35.0
2016,11.219999999999999,14.925,50.0,52.833333333333336,0.1663808114,0.169616295,223.02740243099998,173.79631035899996,62.0,12.514571121597825,16.583333333333332,24.25,25.0,42.0
2017,12.14,9.726666666666667,40.666666666666664,51.25,0.258331685,0.1232936982,385.948434143,184.27286060900002,46.0,11.942998203239132,20.4,18.75,31.0,38.0
2018,12.0,12.762857142857143,27.666666666666668,42.0,0.614429375,0.245082827,217.86254743800004,82.34600527100002,65.0,12.426754590565222,18.4,19.771428571428572,22.0,49.0
