"Date","Onkaparinga.R.Houlgraves.ML.d","Hahndorf.dissipator.ML.d","Catchment.flow.ML.d"
2005-09-20,300.356,211.93,88.426
2005-09-21,262.513,194.29,68.223
2005-09-22,250.854,194,56.854
2005-09-23,267.006,194.29,72.716
2005-09-24,293.597,214.57,79.027
2005-09-25,316.165,248.06,68.105
2005-09-26,378.609,250.35,128.259
2005-09-27,422.077,182.41,239.667
2005-09-28,315.81,180.36,135.45
2005-09-29,322.954,180.09,142.864
2005-09-30,461.989,180.05,281.939
2005-10-01,354.495,225.11,129.385
2005-10-02,348.413,256.82,91.593
2005-10-03,327.378,257.9,69.478
2005-10-04,313.15,253.01,60.14
2005-10-05,238.761,177.56,61.201
2005-10-06,218.976,177.13,41.846
2005-10-07,144.32,40.89,103.43
2005-10-08,506.211,160.06,346.151
2005-10-09,1917.994,281.55,1636.444
2005-10-10,1408.467,300.1,1108.367
2005-10-11,558.896,172.27,386.626
2005-10-12,406.907,177.08,229.827
2005-10-13,333.811,172.76,161.051
2005-10-14,266.809,138.63,128.179
2005-10-15,250.423,163.02,87.403
2005-10-16,205.053,101.76,103.293
2005-10-17,141.372,55.51,85.862
2005-10-18,165.359,133.98,31.379
2005-10-19,231.839,175.82,56.019
2005-10-20,318.479,137.33,181.149
2005-10-21,272.051,136.82,135.231
2005-10-22,291.618,129.41,162.208
2005-10-23,303.353,128.51,174.843
2005-10-24,919.264,129.19,790.074
2005-10-25,3169.987,0,3169.987
2005-10-26,854.297,0,854.297
2005-10-27,455,0,455
2005-10-28,270.542,0,270.542
2005-10-29,191.666,0,191.666
2005-10-30,196.082,0,196.082
2005-10-31,172.015,0,172.015
2005-11-01,130.454,0,130.454
2005-11-02,104.04,0,104.04
2005-11-03,94.586,0,94.586
2005-11-04,142.895,0,142.895
2005-11-05,97.367,0,97.367
2005-11-06,76.438,0,76.438
2005-11-07,70.745,0,70.745
2005-11-08,5269.909,0,5269.909
2005-11-09,3416.033,0,3416.033
2005-11-10,846.709,0,846.709
2005-11-11,914.146,0,914.146
2005-11-12,517.597,0,517.597
2005-11-13,311.731,0,311.731
2005-11-14,225.488,0,225.488
2005-11-15,171.032,0,171.032
2005-11-16,131.004,0,131.004
2005-11-17,104.033,0,104.033
2005-11-18,87.277,0,87.277
2005-11-19,76.261,0,76.261
2005-11-20,68.957,0,68.957
2005-11-21,60.749,0,60.749
2005-11-22,55.147,0,55.147
2005-11-23,49.585,0,49.585
2005-11-24,45.563,0,45.563
2005-11-25,41.996,0,41.996
2005-11-26,37.771,0,37.771
2005-11-27,35.475,0,35.475
2005-11-28,32.841,0,32.841
2005-11-29,33.094,0,33.094
2005-11-30,31.998,0,31.998
2005-12-01,30.551,0,30.551
2005-12-02,34.748,0,34.748
2005-12-03,83.146,0,83.146
2005-12-04,59.376,0,59.376
2005-12-05,41.827,0,41.827
2005-12-06,33.358,0,33.358
2005-12-07,28.706,0,28.706
2005-12-08,25.752,0,25.752
2005-12-09,22.415,0,22.415
2005-12-10,20.579,0,20.579
2005-12-11,18.805,0,18.805
2005-12-12,17.29,0,17.29
2005-12-13,17.131,0,17.131
2005-12-14,24.674,0,24.674
2005-12-15,20.46,0,20.46
2005-12-16,31.36,0,31.36
2005-12-17,54.913,0,54.913
2005-12-18,88.636,0,88.636
2005-12-19,52.42,0,52.42
2005-12-20,37.409,0,37.409
2005-12-21,45.186,29.11,16.076
2005-12-22,30.786,0,30.786
2005-12-23,17.759,0,17.759
2005-12-24,15.427,0,15.427
2005-12-25,12.256,0,12.256
2005-12-26,10.438,0,10.438
2005-12-27,10.287,0,10.287
2005-12-28,11.537,0,11.537
2005-12-29,10.652,0,10.652
2005-12-30,9.928,0,9.928
2005-12-31,10.152,0,10.152
2006-01-01,8.209,0,8.209
2006-01-02,8.025,0,8.025
2006-01-03,15.707,0,15.707
2006-01-04,13.164,0,13.164
2006-01-05,12.826,0,12.826
2006-01-06,12.269,0,12.269
2006-01-07,10.443,0,10.443
2006-01-08,8.326,0,8.326
2006-01-09,7.253,0,7.253
2006-01-10,6.428,0,6.428
2006-01-11,5.61,0,5.61
2006-01-12,4.653,0,4.653
2006-01-13,3.93,0,3.93
2006-01-14,3.923,0,3.923
2006-01-15,3.894,0,3.894
2006-01-16,4.002,0,4.002
2006-01-17,4.3,0,4.3
2006-01-18,3.663,0,3.663
2006-01-19,2.853,3.63,0
2006-01-20,2.343,0,2.343
2006-01-21,1.85,0,1.85
2006-01-22,1.75,0,1.75
2006-01-23,1.443,0,1.443
2006-01-24,0.957,0,0.957
2006-01-25,0.826,0,0.826
2006-01-26,0.758,0,0.758
2006-01-27,0.726,0,0.726
2006-01-28,0.702,0,0.702
2006-01-29,0.698,0,0.698
2006-01-30,0.674,0,0.674
2006-01-31,0.652,0,0.652
2006-02-01,0.631,0,0.631
2006-02-02,0.667,0,0.667
2006-02-03,1.258,0,1.258
2006-02-04,1.542,0,1.542
2006-02-05,1.691,0,1.691
2006-02-06,1.932,0,1.932
2006-02-07,2.166,0,2.166
2006-02-08,2.03,0,2.03
2006-02-09,1.603,0,1.603
2006-02-10,1.482,0,1.482
2006-02-11,5.33,0,5.33
2006-02-12,5.149,0,5.149
2006-02-13,3.774,0,3.774
2006-02-14,2.908,0,2.908
2006-02-15,2.311,0,2.311
2006-02-16,1.959,0,1.959
2006-02-17,1.524,0,1.524
2006-02-18,1.24,0,1.24
2006-02-19,1.081,0,1.081
2006-02-20,1.018,0,1.018
2006-02-21,0.793,0,0.793
