datetime,Air_Temperature_celsius,Precipitation_millimeterPerDay,Potential_Evapotranspiration_ERA5_millimeterPerDay,Potential_Evapotranspiration_HS_millimeterPerDay
1989-11-24 00:00:00,15.485,0,5.5256,3.9829
1989-11-25 00:00:00,18.173,0,6.3973,4.4795
1989-11-26 00:00:00,20.803,0,6.9795,5.1034
1989-11-27 00:00:00,24.307,0.39333,7.1483,5.5616
1989-11-28 00:00:00,24.457,2.5704,7.1634,6.2061
1989-11-29 00:00:00,23.803,0.9176,6.5196,5.277
1989-11-30 00:00:00,24.137,1.2971,6.4947,5.2673
1989-12-01 00:00:00,17.887,15.224,2.7491,5.4206
1989-12-02 00:00:00,14.88,0.27935,4.0685,3.1046
1989-12-03 00:00:00,14.589,0.00052852,4.3604,3.4959
1989-12-04 00:00:00,15.69,0,5.7785,4.5506
1989-12-05 00:00:00,17.671,0,6.7443,5.215
1989-12-06 00:00:00,21.194,0,7.1638,5.4089
1989-12-07 00:00:00,23.688,0,8.2627,5.961
1989-12-08 00:00:00,26.339,0,8.7876,6.7747
1989-12-09 00:00:00,26.141,0,9.3086,7.6289
1989-12-10 00:00:00,18.493,0,6.2174,5.408
1989-12-11 00:00:00,17.394,0.0046658,6.8991,4.542
1989-12-12 00:00:00,16.906,0.1995,6.1123,4.3959
1989-12-13 00:00:00,14.355,0.40091,4.7512,3.5457
1989-12-14 00:00:00,14.542,0.0063522,5.0105,3.27
1989-12-15 00:00:00,14.866,0.0039862,4.9592,3.7661
1989-12-16 00:00:00,19.266,0,6.8848,4.963
1989-12-17 00:00:00,24.705,0.070048,8.7615,6.0471
1989-12-18 00:00:00,21.254,0.057723,7.6808,6.1072
1989-12-19 00:00:00,16.828,0.078942,6.2813,4.3723
1989-12-20 00:00:00,14.346,0,5.8565,3.7414
1989-12-21 00:00:00,16.957,0,6.7177,4.2433
1989-12-22 00:00:00,25.924,0.1067,8.1453,5.5277
1989-12-23 00:00:00,24.841,0.093214,5.7,5.5102
1989-12-24 00:00:00,29.535,0.019694,9.7752,6.1254
1989-12-25 00:00:00,19.489,3.9938,6.4487,5.4946
1989-12-26 00:00:00,16.619,0.28247,4.7553,3.2401
1989-12-27 00:00:00,15.863,0.0060222,5.0289,3.7899
1989-12-28 00:00:00,19.613,0,6.9169,4.5268
1989-12-29 00:00:00,21.56,0,8.5729,6.5526
1989-12-30 00:00:00,23.059,0,7.3673,5.1255
1989-12-31 00:00:00,22.762,5.1147e-05,8.217,7.1991
1990-01-01 00:00:00,21.458,0,7.8936,6.1764
1990-01-02 00:00:00,30.792,0,9.6046,6.6161
1990-01-03 00:00:00,18.367,5.0361e-05,7.4069,5.3859
1990-01-04 00:00:00,16.488,0.73087,5.9483,4.1326
1990-01-05 00:00:00,17.755,0,6.743,5.2174
1990-01-06 00:00:00,19.035,0,6.7229,4.8457
1990-01-07 00:00:00,19.555,0,7.4012,4.7693
1990-01-08 00:00:00,20.276,0,7.1473,5.0658
1990-01-09 00:00:00,24.407,7.3954,7.2536,5.0304
1990-01-10 00:00:00,23.941,11.311,5.2242,4.9636
1990-01-11 00:00:00,22.487,0.032055,6.6415,6.7601
1990-01-12 00:00:00,19.124,0,6.5342,5.162
1990-01-13 00:00:00,17.263,0,5.518,4.6181
1990-01-14 00:00:00,16.72,0,5.8306,3.9762
1990-01-15 00:00:00,15.842,0,5.8661,4.4763
1990-01-16 00:00:00,16.879,0,6.3663,4.3839
1990-01-17 00:00:00,22.417,1.1928,7.9056,5.675
1990-01-18 00:00:00,18.323,0.71701,4.9306,4.4628
1990-01-19 00:00:00,18.088,0.00016787,6.5649,4.6867
1990-01-20 00:00:00,17.568,0,5.4414,4.5798
1990-01-21 00:00:00,18.935,0,6.617,4.4695
1990-01-22 00:00:00,25.148,0,8.1042,5.6442
1990-01-23 00:00:00,30.509,0,10.565,6.6874
1990-01-24 00:00:00,18.013,0.21787,5.9112,4.3537
1990-01-25 00:00:00,19.001,0,5.5919,4.421
1990-01-26 00:00:00,21.483,0.095424,7.3978,5.3791
1990-01-27 00:00:00,17.709,4.4425,2.2484,2.7741
1990-01-28 00:00:00,17.198,0,5.5058,3.9844
1990-01-29 00:00:00,24.63,0,8.2815,5.4689
1990-01-30 00:00:00,20.18,0.11156,7.3467,6.7503
1990-01-31 00:00:00,14.823,1.0176,4.1305,2.8242
1990-02-01 00:00:00,15.78,0.77481,3.7615,3.1673
1990-02-02 00:00:00,15.261,0.062465,4.1677,2.4055
1990-02-03 00:00:00,15.11,0.20089,3.4917,2.3592
1990-02-04 00:00:00,15.605,0.14464,3.938,3.1225
1990-02-05 00:00:00,15.492,0.093431,4.2051,3.3289
1990-02-06 00:00:00,15.43,0.06819,3.8496,3.3932
1990-02-07 00:00:00,16.055,1.5007,3.7835,3.0919
1990-02-08 00:00:00,16.246,5.5235,3.6356,3.4308
1990-02-09 00:00:00,16.756,6.497,3.3411,3.2727
1990-02-10 00:00:00,15.635,0.10692,4.0752,2.9252
1990-02-11 00:00:00,16.473,0,4.9149,3.4781
1990-02-12 00:00:00,17.833,0,5.7433,4.4046
1990-02-13 00:00:00,23.492,0.025546,7.0494,5.0335
1990-02-14 00:00:00,25.664,0.013855,5.6754,4.2828
1990-02-15 00:00:00,25.78,1.0043,7.8731,6.1779
1990-02-16 00:00:00,18.857,4.2254,2.9703,4.536
1990-02-17 00:00:00,17.357,0.0040695,5.0948,3.325
1990-02-18 00:00:00,18.332,0.21643,4.4495,3.827
1990-02-19 00:00:00,21.142,0,6.4345,4.8825
1990-02-20 00:00:00,25.195,0,8.0735,5.6255
1990-02-21 00:00:00,24.685,0.052757,6.8061,5.9949
1990-02-22 00:00:00,19.874,0.00057076,6.259,5.0138
1990-02-23 00:00:00,17.595,0,5.5501,4.0563
1990-02-24 00:00:00,20.042,0,5.9017,4.1297
1990-02-25 00:00:00,20.433,0.52353,5.0289,4.3324
1990-02-26 00:00:00,21.162,1.9334,4.1645,3.6907
1990-02-27 00:00:00,19.724,2.7048,3.252,3.7372
1990-02-28 00:00:00,19.305,0.59945,4.3871,3.5903
1990-03-01 00:00:00,19.708,0.0058223,4.4235,4.2957
1990-03-02 00:00:00,22.685,0.029902,5.2509,4.6849
1990-03-03 00:00:00,24.365,0.033395,5.9313,5.3079
1990-03-04 00:00:00,26.206,0.016461,6.3741,5.8818
1990-03-05 00:00:00,22.301,0.015742,6.6566,5.2165
1990-03-06 00:00:00,15.715,0.00021194,4.61,3.5346
1990-03-07 00:00:00,19.19,0,5.7251,3.8064
1990-03-08 00:00:00,22.824,0,7.2264,5.2056
1990-03-09 00:00:00,19.551,0,4.9551,4.257
1990-03-10 00:00:00,18.602,1.052,4.0454,4.1428
1990-03-11 00:00:00,15.757,0.010537,3.7611,3.1813
1990-03-12 00:00:00,14.811,0,4.7219,3.0476
1990-03-13 00:00:00,16.402,0,4.8165,3.4567
1990-03-14 00:00:00,17.384,0.055292,4.8065,3.3453
1990-03-15 00:00:00,14.373,0.0030992,3.3643,3.0744
1990-03-16 00:00:00,17.263,0,4.758,3.6491
1990-03-17 00:00:00,17.751,0.0095561,5.2697,3.6095
1990-03-18 00:00:00,15.121,0,4.2038,2.8772
1990-03-19 00:00:00,15.854,0,4.3224,3.095
1990-03-20 00:00:00,18.419,0,4.7363,3.7002
1990-03-21 00:00:00,22.831,0,6.2798,4.1153
1990-03-22 00:00:00,25.475,0.46318,6.5428,4.0398
1990-03-23 00:00:00,24.853,0.6091,5.5396,4.0078
1990-03-24 00:00:00,26.2,0.16146,6.4871,4.058
1990-03-25 00:00:00,27.556,0.03875,7.234,3.8314
1990-03-26 00:00:00,27.879,0.0037353,8.2282,4.4184
1990-03-27 00:00:00,16.18,7.0371,2.6778,2.5205
1990-03-28 00:00:00,15.276,0.0005211,3.0968,2.8783
1990-03-29 00:00:00,16.477,0,3.6875,3.0445
1990-03-30 00:00:00,15.757,0,3.7623,3.2719
1990-03-31 00:00:00,15.29,0,3.743,2.987
1990-04-01 00:00:00,16.158,0.035523,3.5327,2.5066
1990-04-02 00:00:00,15.353,0.0029885,3.4469,3.1679
1990-04-03 00:00:00,16.766,0,4.2977,3.0943
1990-04-04 00:00:00,22.004,0,5.3872,3.402
1990-04-05 00:00:00,21.851,0,5.2884,3.7753
1990-04-06 00:00:00,15.674,0,3.6905,2.7785
1990-04-07 00:00:00,14.356,0,3.5281,2.3163
1990-04-08 00:00:00,14.32,0,3.4908,2.361
1990-04-09 00:00:00,14.943,0.00070365,3.0715,2.4428
1990-04-10 00:00:00,16.254,0.0006362,3.0001,2.8307
1990-04-11 00:00:00,16.718,0.0006369,3.6669,2.9395
1990-04-12 00:00:00,23.038,0.12593,5.4161,2.8576
1990-04-13 00:00:00,15.237,4.9986,1.1147,2.1199
1990-04-14 00:00:00,13.407,0.43196,2.6038,2.211
1990-04-15 00:00:00,13.157,0.26733,2.4883,2.2261
1990-04-16 00:00:00,13.361,0.00060434,2.9141,1.9961
1990-04-17 00:00:00,13.209,0,2.5717,1.8799
1990-04-18 00:00:00,14.592,0.65604,2.6153,1.9581
1990-04-19 00:00:00,16.4,1.0028,2.3587,2.3277
1990-04-20 00:00:00,15.065,7.8089,0.7865,1.031
1990-04-21 00:00:00,14.496,0.88124,0.97352,1.5624
1990-04-22 00:00:00,14.034,0.56481,2.2462,2.0277
1990-04-23 00:00:00,17.732,1.0652,2.9639,2.1421
1990-04-24 00:00:00,16.181,2.4224,2.2714,1.7164
1990-04-25 00:00:00,13.688,0.39026,2.4934,1.7097
1990-04-26 00:00:00,11.716,0,2.7302,2.0574
1990-04-27 00:00:00,14.588,0.0027415,2.9531,1.8001
1990-04-28 00:00:00,15.96,1.6572,2.9239,1.9195
1990-04-29 00:00:00,14.035,0.51209,2.0123,1.6982
1990-04-30 00:00:00,17.901,0,3.4799,1.9644
1990-05-01 00:00:00,17.395,0.0075365,3.7751,2.4969
1990-05-02 00:00:00,14.79,5.544e-05,2.6248,2.1112
1990-05-03 00:00:00,20.855,0,4.183,2.3004
1990-05-04 00:00:00,21.758,0.0080914,4.9189,1.9195
1990-05-05 00:00:00,16.402,0.67011,2.1351,1.9718
1990-05-06 00:00:00,12.85,0.003523,2.0479,1.7214
1990-05-07 00:00:00,13.494,5.0361e-05,2.4115,1.579
1990-05-08 00:00:00,18.153,0,3.2296,1.7391
1990-05-09 00:00:00,17.99,0.46344,3.3535,2.0616
1990-05-10 00:00:00,14.819,0.023337,2.1112,1.7845
1990-05-11 00:00:00,15.816,0,2.2281,2.1509
1990-05-12 00:00:00,12.978,0.0018431,1.9989,1.906
1990-05-13 00:00:00,11.911,0,2.1168,1.5757
1990-05-14 00:00:00,13.706,0,2.1434,1.5135
1990-05-15 00:00:00,16.943,2.0265,2.9156,1.7846
1990-05-16 00:00:00,15.21,6.2591,1.4319,1.4591
1990-05-17 00:00:00,12.263,0.83569,1.6034,1.3085
1990-05-18 00:00:00,9.8977,0.11314,1.2706,1.2675
1990-05-19 00:00:00,11.162,0.1247,1.4278,1.1168
1990-05-20 00:00:00,9.4064,0.041971,1.6725,1.3185
1990-05-21 00:00:00,9.091,0.05024,1.8456,1.0435
1990-05-22 00:00:00,10.63,0.013981,1.5522,1.0443
1990-05-23 00:00:00,11.891,0.5496,1.441,0.97338
1990-05-24 00:00:00,11.721,0.64487,1.322,0.85017
1990-05-25 00:00:00,11.285,0.39011,1.2672,1.213
1990-05-26 00:00:00,9.7284,0.0015902,1.2223,1.3536
1990-05-27 00:00:00,10.877,0.00015108,1.5326,1.4448
1990-05-28 00:00:00,10.707,0,1.7632,1.4096
1990-05-29 00:00:00,11.881,0.000586,1.9067,1.0512
1990-05-30 00:00:00,12.996,1.3102,1.4303,1.3059
1990-05-31 00:00:00,11.396,2.0193,1.0986,1.1493
1990-06-01 00:00:00,11.642,0.67304,1.7119,0.96254
1990-06-02 00:00:00,10.961,1.8866,0.87721,1.1256
1990-06-03 00:00:00,10.286,0.38923,1.0389,1.2887
1990-06-04 00:00:00,9.7912,0.0013862,1.3045,1.2669
1990-06-05 00:00:00,8.7545,0.0002623,1.2766,1.2504
1990-06-06 00:00:00,11.095,0,1.535,1.1355
1990-06-07 00:00:00,13.327,0,1.0963,1.1231
1990-06-08 00:00:00,15.399,0.04444,1.8167,1.0915
1990-06-09 00:00:00,12.734,0.62305,1.2834,1.4945
1990-06-10 00:00:00,14.413,0,1.6348,1.2181
1990-06-11 00:00:00,15.776,1.7023,1.6564,1.1922
1990-06-12 00:00:00,10.562,3.688,0.28152,1.1064
1990-06-13 00:00:00,10.03,0.154,0.83386,1.1566
1990-06-14 00:00:00,10.582,0.014782,1.7044,1.2249
1990-06-15 00:00:00,12.356,8.2741,1.2375,1.0192
1990-06-16 00:00:00,10.576,8.0015,0.32207,0.91299
1990-06-17 00:00:00,8.5608,0.13542,1.2513,0.93502
1990-06-18 00:00:00,8.0512,0.27455,0.91864,1.0636
1990-06-19 00:00:00,7.4115,0,0.88956,1.1271
1990-06-20 00:00:00,8.1327,0.00052548,1.1499,1.1565
1990-06-21 00:00:00,10.5,0.36942,0.89904,0.98537
1990-06-22 00:00:00,10.337,0.0355,1.0181,1.008
1990-06-23 00:00:00,9.9792,2.2957,1.6356,0.95807
1990-06-24 00:00:00,8.1324,4.0223,0.46384,0.68972
1990-06-25 00:00:00,9.1888,5.637,1.0492,0.71157
1990-06-26 00:00:00,8.3095,19.34,0.98398,0.74619
1990-06-27 00:00:00,7.0027,5.9808,0.70108,0.79104
1990-06-28 00:00:00,10.982,3.9936,1.3992,0.69532
1990-06-29 00:00:00,10.761,1.6704,0.8387,0.61988
1990-06-30 00:00:00,9.825,5.6197,1.8457,1.0685
1990-07-01 00:00:00,8.2189,3.0702,0.75145,0.59418
1990-07-02 00:00:00,7.552,3.3416,1.066,0.74996
1990-07-03 00:00:00,10.595,1.3261,0.95981,0.82396
1990-07-04 00:00:00,10.47,12.78,0.81263,0.88306
1990-07-05 00:00:00,7.6067,3.8501,1.1549,0.67318
1990-07-06 00:00:00,11.168,1.596,1.2501,0.72716
1990-07-07 00:00:00,11.246,1.4444,0.83714,0.68259
1990-07-08 00:00:00,10.072,0.82097,0.66551,0.85194
1990-07-09 00:00:00,10.184,0.21798,1.3,0.92024
1990-07-10 00:00:00,12.03,0.81167,1.6668,1.1933
1990-07-11 00:00:00,10.821,10.416,0.6042,0.6941
1990-07-12 00:00:00,10.238,0.47462,0.73756,0.86119
1990-07-13 00:00:00,12.219,1.6798,1.326,0.90504
1990-07-14 00:00:00,9.4801,0.39576,1.1251,1.2786
1990-07-15 00:00:00,11.606,0.24764,0.85815,1.1082
1990-07-16 00:00:00,14.327,0.79712,1.7622,1.225
1990-07-17 00:00:00,12.227,5.9417,1.7317,1.4203
1990-07-18 00:00:00,10.996,2.8832,1.668,0.80659
1990-07-19 00:00:00,10.829,1.7802,0.94841,1.0864
1990-07-20 00:00:00,10.642,2.9208,1.4001,0.82524
1990-07-21 00:00:00,12.589,1.7833,1.131,0.95643
1990-07-22 00:00:00,11.948,1.0288,1.6741,1.3646
1990-07-23 00:00:00,13.147,1.9814,2.5399,1.4059
1990-07-24 00:00:00,9.0824,10.948,1.2158,0.94259
1990-07-25 00:00:00,7.7531,5.6074,0.87692,1.0619
1990-07-26 00:00:00,7.6022,0.66894,1.2931,1.1763
1990-07-27 00:00:00,8.6156,1.2097,1.0562,1.1199
1990-07-28 00:00:00,8.5483,0.81785,1.0906,1.1622
1990-07-29 00:00:00,7.8386,0.93829,0.83649,1.2167
1990-07-30 00:00:00,8.1284,0.055264,1.3711,1.3629
1990-07-31 00:00:00,8.9805,0.83678,1.0944,1.359
1990-08-01 00:00:00,9.0542,0.018778,1.137,1.2293
1990-08-02 00:00:00,8.5604,0,1.2199,1.3863
1990-08-03 00:00:00,9.5519,6.1297,0.41104,0.86428
1990-08-04 00:00:00,11.146,13.673,1.2778,1.3091
1990-08-05 00:00:00,9.2929,11.629,0.97012,0.74833
1990-08-06 00:00:00,9.2502,0.2224,1.5253,1.0862
1990-08-07 00:00:00,9.8145,1.3356,1.1228,0.87127
1990-08-08 00:00:00,9.8418,7.5887,0.99017,1.1904
1990-08-09 00:00:00,7.7935,5.68,0.95945,1.1831
1990-08-10 00:00:00,8.7272,1.5666,1.5333,1.2652
1990-08-11 00:00:00,10.745,6.3511,1.1664,1.2376
1990-08-12 00:00:00,9.9951,2.366,1.5345,1.0285
1990-08-13 00:00:00,10.745,6.9739,1.286,1.1874
1990-08-14 00:00:00,9.1087,14.318,0.65924,0.86312
1990-08-15 00:00:00,9.704,5.1984,1.2418,1.0184
1990-08-16 00:00:00,9.5362,0.87742,1.4421,1.132
1990-08-17 00:00:00,9.4404,0.19263,1.3411,1.3843
1990-08-18 00:00:00,12.098,0.37213,2.184,1.4918
1990-08-19 00:00:00,12.447,5.961,2.1785,1.5157
1990-08-20 00:00:00,10.797,1.9752,1.4571,1.3008
1990-08-21 00:00:00,8.9904,11.526,1.1195,0.93627
1990-08-22 00:00:00,8.8958,1.433,1.7029,1.0833
1990-08-23 00:00:00,10.241,0.86978,1.4452,1.2376
1990-08-24 00:00:00,10.658,1.1679,1.3757,1.2088
1990-08-25 00:00:00,8.7988,0.53234,1.8123,1.7048
1990-08-26 00:00:00,8.9585,0,2.2963,1.6507
1990-08-27 00:00:00,11.568,1.2122,2.8748,1.6713
1990-08-28 00:00:00,10.083,11.48,0.7113,1.2745
1990-08-29 00:00:00,10.825,1.1783,1.5737,1.6789
1990-08-30 00:00:00,10.752,5.8198,1.2354,1.6417
1990-08-31 00:00:00,9.6955,0.71883,1.5238,1.8091
1990-09-01 00:00:00,11.502,5.3768,1.8827,1.5019
1990-09-02 00:00:00,11.538,1.1115,2.0054,1.2751
1990-09-03 00:00:00,11.358,1.5219,1.9095,1.239
1990-09-04 00:00:00,11.741,0.87476,1.5225,1.3547
1990-09-05 00:00:00,10.73,1.2028,1.6333,1.5398
1990-09-06 00:00:00,10.472,0.7801,1.6352,1.8867
1990-09-07 00:00:00,12.346,0.0040268,2.4053,2.1222
1990-09-08 00:00:00,15.965,0.00043716,3.7131,2.4234
1990-09-09 00:00:00,18.652,0,4.4779,2.9461
1990-09-10 00:00:00,18.9,0.05068,3.8066,2.9819
1990-09-11 00:00:00,12.054,8.8649,1.3156,2.4324
1990-09-12 00:00:00,9.8843,1.6128,1.7669,1.7211
1990-09-13 00:00:00,9.3996,0.078054,2.2867,1.2905
1990-09-14 00:00:00,10.327,0.26072,1.8933,1.3217
1990-09-15 00:00:00,9.642,0.068076,1.8214,2.2278
1990-09-16 00:00:00,11.187,0,2.8053,2.41
1990-09-17 00:00:00,15.129,0,3.694,2.3026
1990-09-18 00:00:00,17.925,0,4.9757,3.0229
1990-09-19 00:00:00,16.396,0.30964,4.5945,3.7955
1990-09-20 00:00:00,11.729,0.91589,3.6918,3.05
1990-09-21 00:00:00,9.4764,0,2.8389,2.3416
1990-09-22 00:00:00,13.682,0,3.6208,2.3486
1990-09-23 00:00:00,18.724,0.32147,4.4787,3.3666
1990-09-24 00:00:00,21.453,9.6691,4.9303,4.1366
1990-09-25 00:00:00,12.184,2.3018,1.8779,1.7362
1990-09-26 00:00:00,10.244,0.024853,3.1256,2.5125
1990-09-27 00:00:00,11.177,5.544e-05,3.2104,2.4313
1990-09-28 00:00:00,11.542,0.00040359,2.9456,2.799
1990-09-29 00:00:00,13.087,0,3.5999,3.2528
1990-09-30 00:00:00,15.176,0,4.3794,3.7353
1990-10-01 00:00:00,13.823,0,4.4241,3.6854
1990-10-02 00:00:00,11.563,0.0001982,3.6257,3.2771
1990-10-03 00:00:00,14.167,0.00023331,4.1128,3.1532
1990-10-04 00:00:00,15.925,3.1218,3.766,3.3241
1990-10-05 00:00:00,10.657,2.1293,2.2998,2.6047
1990-10-06 00:00:00,9.0928,0,3.5234,2.726
1990-10-07 00:00:00,13.022,2.1058,3.8709,2.5433
1990-10-08 00:00:00,11.72,0.82564,2.0661,2.1429
1990-10-09 00:00:00,11.55,0.041077,3.0638,2.8532
1990-10-10 00:00:00,16.097,2.9236,3.7824,3.7051
1990-10-11 00:00:00,11.185,1.9736,2.4113,2.3137
1990-10-12 00:00:00,10.615,0,3.8175,2.7417
1990-10-13 00:00:00,17.707,0.51017,5.7252,3.1226
1990-10-14 00:00:00,14.145,0.85338,3.1045,3.0008
1990-10-15 00:00:00,12.934,6.7075,1.8276,2.1628
1990-10-16 00:00:00,12.07,1.0045,2.6091,2.5652
1990-10-17 00:00:00,17.523,0.10064,5.0235,2.9118
1990-10-18 00:00:00,11.96,6.0156,3.2538,2.9455
1990-10-19 00:00:00,9.3163,2.9573,3.1899,2.3137
1990-10-20 00:00:00,12.478,6.2887,2.3628,1.9946
1990-10-21 00:00:00,11.461,0.63827,3.5188,2.5657
1990-10-22 00:00:00,12.482,0,4.3144,3.3229
1990-10-23 00:00:00,13.664,0,4.3346,3.6694
1990-10-24 00:00:00,17.037,0,5.0108,4.1821
1990-10-25 00:00:00,22.251,0,6.7651,4.8781
1990-10-26 00:00:00,23.881,0,7.422,5.1454
1990-10-27 00:00:00,22.95,0,8.0078,5.8224
1990-10-28 00:00:00,24.466,0,8.8856,5.7611
1990-10-29 00:00:00,17.783,0.15598,4.7037,4.6718
1990-10-30 00:00:00,20.799,1.4912,6.0404,5.2416
1990-10-31 00:00:00,16.223,2.1943,5.3104,3.6489
1990-11-01 00:00:00,14.52,0.0030835,3.8573,3.1852
1990-11-02 00:00:00,18.652,0.037453,5.4472,4.0929
1990-11-03 00:00:00,19.081,0.26562,5.3333,5.0255
1990-11-04 00:00:00,23.396,0.014321,7.0676,5.0147
1990-11-05 00:00:00,25.047,0.038995,9.5606,6.6886
1990-11-06 00:00:00,24.749,0.54741,8.2058,6.3604
1990-11-07 00:00:00,19.395,0.62195,6.1017,4.5802
1990-11-08 00:00:00,16.037,1.2022,6.1392,4.8842
1990-11-09 00:00:00,14.08,0.68657,3.4461,2.4727
1990-11-10 00:00:00,12.459,0.13172,4.3394,2.7118
1990-11-11 00:00:00,13.314,0,5.3794,3.9602
1990-11-12 00:00:00,22.114,0,8.5958,4.6398
1990-11-13 00:00:00,19.238,0,8.9976,6.5262
1990-11-14 00:00:00,13.865,0,5.3936,3.885
1990-11-15 00:00:00,14.508,0.025312,5.213,3.741
1990-11-16 00:00:00,13.474,2.0834,5.0683,3.9615
1990-11-17 00:00:00,14.348,0.63633,5.6398,3.7679
1990-11-18 00:00:00,14.185,0.86751,5.2005,4.2883
1990-11-19 00:00:00,18.274,0,6.4351,4.8135
1990-11-20 00:00:00,23.576,0.1214,8.4752,6.506
1990-11-21 00:00:00,14.944,0.37178,5.071,3.3018
1990-11-22 00:00:00,13.886,0.87636,3.8579,3.4242
1990-11-23 00:00:00,14.069,0.017688,4.0849,3.2292
1990-11-24 00:00:00,13.539,0.00093049,4.1719,3.8358
1990-11-25 00:00:00,15.293,0,5.5546,3.8102
1990-11-26 00:00:00,18.529,0,6.099,5.0809
1990-11-27 00:00:00,22.713,0,8.3126,6.814
1990-11-28 00:00:00,20.699,0.14992,7.2052,6.2626
1990-11-29 00:00:00,19.255,0,6.9324,5.7449
1990-11-30 00:00:00,25.134,0.036554,8.4614,6.3903
1990-12-01 00:00:00,23.046,0.28365,6.4465,5.8118
1990-12-02 00:00:00,18.346,0.053116,5.5272,3.7754
1990-12-03 00:00:00,17.752,0.004181,5.5365,4.9008
1990-12-04 00:00:00,23.441,0.030108,7.3974,5.3695
1990-12-05 00:00:00,19.908,15.99,2.0507,3.747
1990-12-06 00:00:00,20.389,5.8587,4.0629,4.8833
1990-12-07 00:00:00,15.481,2.2654,3.583,3.0403
1990-12-08 00:00:00,15.183,3.4303,3.4782,3.6544
1990-12-09 00:00:00,12.08,9.5041,3.9845,3.0929
1990-12-10 00:00:00,13.536,0.38505,4.6638,3.4545
1990-12-11 00:00:00,14.768,0.085859,3.8398,3.0082
1990-12-12 00:00:00,14.782,0.74635,3.7277,3.5341
1990-12-13 00:00:00,15.051,0.025666,4.5137,3.7363
1990-12-14 00:00:00,14.341,0.0066841,4.757,4.243
1990-12-15 00:00:00,16.891,0.0052062,5.6486,4.7633
1990-12-16 00:00:00,26.96,0.10215,9.0105,5.7789
1990-12-17 00:00:00,20.994,0.00044371,7.7619,6.2527
1990-12-18 00:00:00,20.171,3.5592,5.7029,4.3857
1990-12-19 00:00:00,18.991,0.099495,6.0441,4.8088
1990-12-20 00:00:00,17.442,5.0361e-05,5.5748,5.2206
1990-12-21 00:00:00,22.353,7.7203,6.8815,5.5146
1990-12-22 00:00:00,18.547,1.1887,5.4983,5.0946
1990-12-23 00:00:00,14.886,0.04854,4.1114,3.7513
1990-12-24 00:00:00,16.141,0.00034604,5.161,4.6708
1990-12-25 00:00:00,18.657,0.010846,6.8446,5.2177
1990-12-26 00:00:00,25.362,0.20741,7.0992,5.4604
1990-12-27 00:00:00,17.791,0.035145,6.6416,4.6055
1990-12-28 00:00:00,17.475,0,6.0219,4.7471
1990-12-29 00:00:00,19.098,0,6.6791,5.3936
1990-12-30 00:00:00,26.865,0.0007777,8.9842,6.8324
1990-12-31 00:00:00,23.941,0.00014784,6.5889,6.3078
1991-01-01 00:00:00,27.892,0,9.435,7.4376
1991-01-02 00:00:00,34.135,0,12.242,6.7329
1991-01-03 00:00:00,22.982,5.6647,8.9509,8.0469
1991-01-04 00:00:00,15.857,9.3767,3.7848,4.2347
1991-01-05 00:00:00,15.257,0.77147,4.708,3.5341
1991-01-06 00:00:00,16.95,1.0484,3.4372,2.9305
1991-01-07 00:00:00,17.019,0.3139,4.6101,4.7725
1991-01-08 00:00:00,20.055,0,6.644,5.1617
1991-01-09 00:00:00,26.945,0,9.2492,5.8141
1991-01-10 00:00:00,28.727,0.0098627,10.016,8.052
1991-01-11 00:00:00,19.454,0,7.2606,5.6925
1991-01-12 00:00:00,20.473,0,6.7147,5.2302
1991-01-13 00:00:00,26.27,0,8.7087,7.4214
1991-01-14 00:00:00,23.878,0.11348,8.3834,5.855
1991-01-15 00:00:00,18.714,0,7.0428,4.9921
1991-01-16 00:00:00,19.339,0,7.3078,5.7108
1991-01-17 00:00:00,19.237,0.12332,6.3503,5.134
1991-01-18 00:00:00,19.257,0.21966,6.1442,5.314
1991-01-19 00:00:00,20.88,0,6.8454,5.4697
1991-01-20 00:00:00,19.929,0.011802,6.7967,5.5576
1991-01-21 00:00:00,21.553,0.10814,6.6363,5.133
1991-01-22 00:00:00,23.871,11.095,4.6565,5.759
1991-01-23 00:00:00,20.174,0.4422,5.6943,3.5978
1991-01-24 00:00:00,19.4,3.0532,4.2111,3.2989
1991-01-25 00:00:00,18.285,1.3856,4.3943,3.789
1991-01-26 00:00:00,18.215,0.45476,4.9645,3.719
1991-01-27 00:00:00,17.961,0.15907,4.4183,3.5891
1991-01-28 00:00:00,17.387,0.96845,4.4406,3.2516
1991-01-29 00:00:00,17.592,0,5.3264,4.5029
1991-01-30 00:00:00,19.221,0.00061118,6.2339,5.2391
1991-01-31 00:00:00,18.271,0,5.6679,4.9584
1991-02-01 00:00:00,22.5,0,7.7539,5.6803
1991-02-02 00:00:00,27.106,0,9.175,7.0142
1991-02-03 00:00:00,25.778,0,8.9645,7.3483
1991-02-04 00:00:00,25.652,0,10.166,8.2137
1991-02-05 00:00:00,17.823,0,5.7592,3.9432
1991-02-06 00:00:00,18.357,0,6.6349,5.1057
1991-02-07 00:00:00,18.282,0.0095626,6.1058,4.1878
1991-02-08 00:00:00,20.396,0.0022865,5.7724,4.3975
1991-02-09 00:00:00,16.832,0.0055541,5.147,4.7238
1991-02-10 00:00:00,16.561,0,5.8918,4.534
1991-02-11 00:00:00,20.153,0,6.803,5.5916
1991-02-12 00:00:00,19.754,0,7.3298,5.7818
