,uas,vas,ps,tas,pr,rsds,rlds,hurs,wss,cc
16/02/1979,-1.624209434,-1.57964923,1023.235286,-15.18785518,-2.26E-07,5.245834115,16.25564809,0.634854059,6.837886825,0.501865381
17/02/1979,-2.489925835,-2.269217625,1024.86251,-13.36075599,-2.26E-07,5.137535573,17.01886467,0.655720942,13.04601368,0.482820646
18/02/1979,-4.162696077,-2.686915869,1017.146468,-7.190384492,0.520655358,3.835637198,18.81327366,0.636042994,27.14712897,0.479157483
19/02/1979,-2.649328409,-1.314194521,1014.696921,-2.854898946,3.283767856,1.721796463,25.03107689,0.750382783,9.357268538,0
20/02/1979,-0.703147875,-0.007181634,1018.529451,-2.889922176,0.365354527,2.615736141,25.23523963,0.755295812,0.675488324,0
21/02/1979,-0.214900365,1.507879064,1016.008246,-2.866945546,0.179054411,4.000918604,23.86388091,0.76855325,2.472818553,0
22/02/1979,-0.833757352,1.290896032,1007.961785,-3.635894164,0.383940728,4.189039612,23.24360395,0.805506706,2.49478307,0
23/02/1979,0.968832722,-0.098578106,1004.149378,-3.331476624,0.72647653,3.36075882,23.93927485,0.728971192,1.024588634,0
24/02/1979,1.339902745,-2.133248635,1015.03736,-2.869214466,-2.26E-07,6.179601617,19.66686198,0.654374163,6.578748001,0.442602919
25/02/1979,1.984184508,-0.211535,1014.464512,-3.156067098,-2.26E-07,5.785801201,21.21222594,0.697091045,4.087420672,0.358095576
26/02/1979,3.798168864,2.371772939,999.5599237,-0.489702024,-2.26E-07,4.960694612,20.56465153,0.741298914,21.29719267,0.541142938
27/02/1979,2.173226855,1.623392405,991.3322806,0.665242962,-2.26E-07,5.280857619,22.42293447,0.725908774,7.723796486,0.399936199
28/02/1979,1.035232079,6.138164351,984.985569,2.246762393,1.88383274,2.810517749,26.68906961,0.806531725,39.46192856,0
01/03/1979,-1.673788599,3.39036364,985.5638443,-0.592107118,0.575347694,4.340475252,23.25459373,0.717692505,14.5660637,0.499257827
02/03/1979,2.017799238,4.005369735,981.9106315,0.754412961,2.869166982,2.018553084,24.38169575,0.804775971,21.38534617,0.592159093
03/03/1979,4.286897993,4.959349712,979.1546771,4.982611965,1.732550048,2.067815805,26.83981313,0.756290839,44.98708763,0.474823114
04/03/1979,5.167076529,3.73366031,984.9818768,3.176250789,0.113179928,5.762769159,21.78031157,0.628608423,41.50895228,0.58197154
05/03/1979,6.291636167,4.943720873,988.3990397,3.959431296,0.010251308,6.408798183,21.8360829,0.676979677,65.5558467,0.570973033
06/03/1979,4.069971746,6.093830208,989.3976933,4.438629365,0.055280956,3.86742778,26.44536952,0.743988394,54.5087047,0.480596061
07/03/1979,-0.987532055,6.554590869,980.400266,1.976328362,3.486105097,2.26095279,26.65262562,0.80952616,45.23343182,0.583052789
08/03/1979,2.538295842,2.310745164,983.8302193,2.645624441,5.65457209,4.719215075,25.80722638,0.684262184,13.0185804,0.527899591
09/03/1979,-1.365525758,8.979603898,973.6056431,2.443877185,9.970816267,3.732856526,25.4693245,0.853980331,84.12487536,0.608864904
10/03/1979,2.113020448,2.001631317,968.5446425,1.939393718,12.720444,3.685953654,26.76574363,0.740943492,10.23734365,0.577263594
11/03/1979,0.748420172,1.450696482,980.948872,-0.020591869,0.471073753,7.226538672,21.30211734,0.688526228,2.927083358,0.661715068
12/03/1979,-4.094129415,0.937502234,974.1807623,0.578804115,7.835581401,4.247624216,25.28323511,0.781453332,17.84409966,0.644236012
13/03/1979,-2.736882506,-3.110196748,984.23469,-0.555999255,2.090919691,4.905538627,25.46088282,0.671710484,17.84217774,0.631623865
14/03/1979,-0.272278284,-2.776181049,994.5639566,-3.565796284,0.08721113,9.473814588,19.91461141,0.655053471,7.89003638,0.67412342
15/03/1979,-1.649818415,-1.957902086,998.5873282,-4.15958708,0.080950918,9.408375081,20.85799401,0.667304595,7.033855298,0.661529397
16/03/1979,-4.059821256,-3.149202126,996.9916383,-4.683839788,0.368174379,8.240429405,22.7463188,0.634379308,28.53220167,0.653294672
17/03/1979,-4.570436887,-5.621590756,996.8412491,-9.642103805,0.021641901,9.779910717,20.10705003,0.531287999,54.77610539,0.693989101
18/03/1979,-0.606908348,-0.598752103,994.9115172,-12.41453621,-2.26E-07,11.02951638,16.68821417,0.581563688,1.717173675,0.751050104
19/03/1979,2.726766415,1.547322404,983.3950646,-8.332044588,-2.26E-07,11.79467711,16.82245731,0.627688916,10.32904556,0.740476308
20/03/1979,3.437417269,4.384128532,979.2663029,0.501387091,0.387308331,9.265317444,22.08880766,0.669266629,31.80600464,0.688425874
21/03/1979,-1.205897364,2.366812064,980.2734374,-0.101771734,1.073764525,7.243869745,24.34877896,0.730433545,7.217316379,0.692540465
22/03/1979,-0.323921862,3.092546609,977.0399818,1.15928037,6.942391533,5.535231169,24.58498201,0.806295834,11.45339558,0.733277759
23/03/1979,0.061497929,3.599237077,980.7378631,1.542238503,2.067271738,7.384959956,24.69305404,0.750680038,13.12009987,0.700006865
24/03/1979,1.922790462,-0.661341089,990.4562874,0.05782356,0.366419478,11.62865719,20.96210508,0.675768288,4.20169448,0.697524393
25/03/1979,-1.133589577,5.161574636,988.4149292,-0.022648026,0.055256233,10.24051443,21.90013431,0.768143633,28.40926512,0.715659174
26/03/1979,-0.912889237,5.039301554,971.563505,3.913222862,15.19257415,2.07942538,27.93351884,0.872219085,27.22505736,0.763171268
27/03/1979,-1.800063007,5.456491668,969.2005283,3.324458426,6.387469338,2.572737034,28.2564494,0.82649068,33.66424946,0.755101419
28/03/1979,-3.559092683,1.398046694,977.9964002,3.956076469,9.064801817,3.927652979,27.26522142,0.788513458,14.99069649,0.755023338
29/03/1979,-3.640099541,-2.811806121,990.6595327,3.649411679,1.673498551,4.936444387,27.18940851,0.708679215,22.3519402,0.744862524
30/03/1979,-2.438082251,-3.025432717,992.2682659,3.025448587,-2.26E-07,9.865249371,25.38523471,0.666753529,15.90567639,0.69140479
31/03/1979,-1.688225347,-2.089293821,989.370486,1.9544043,0.282597899,7.661394614,25.00534174,0.739758991,7.477577046,0.747986092
01/04/1979,-0.849055926,-2.771526986,987.0476182,3.388703242,0.013668486,7.483403435,26.24213363,0.735455471,8.667488008,0.735637781
02/04/1979,-3.199677403,-2.509517681,983.6165787,2.865031121,5.314536379,4.652976947,27.21814218,0.799842545,16.62624832,0.77252184
03/04/1979,-3.733245738,-1.64795832,985.7904772,2.812095898,3.185176281,7.090482701,26.48395703,0.745386444,17.23543538,0.750439533
04/04/1979,-4.205096443,-0.482544706,991.150505,2.684584318,14.34521379,4.894344464,26.5622995,0.826279135,18.38333294,0.788715355
05/04/1979,-4.150833497,-2.276380685,999.1505169,3.700056206,1.387642086,6.276757779,26.68025273,0.768951056,23.6806353,0.771059798
06/04/1979,-4.114000735,-1.920079834,1003.350051,3.304110004,0.744066385,7.880631684,26.20522361,0.667603094,21.48806575,0.758624458
07/04/1979,-2.08075798,-1.613961239,1007.459855,3.150188445,0.190939527,11.40711884,24.29422482,0.617721593,7.572270446,0.73785838
08/04/1979,-1.053455812,-1.065415088,1009.035612,2.274253237,-2.26E-07,15.52411313,21.00876928,0.559902213,2.830699348,0.729594934
09/04/1979,-1.755026346,0.025586763,1006.060473,2.409621401,-2.26E-07,13.32455498,21.9466742,0.584650916,3.568698757,0.755457212
10/04/1979,-2.629319683,1.010911628,1001.606503,3.66479205,0.168690479,7.878254662,25.45677774,0.62970812,8.166215455,0.788371311
11/04/1979,-1.998144542,1.679626315,999.7795425,4.963756645,-2.26E-07,15.21333076,22.29644987,0.560608546,7.599528566,0.730128638
12/04/1979,-1.721574971,1.050823904,999.038189,5.290793696,-2.26E-07,18.22093812,20.64586776,0.567407128,4.590173044,0.712804656
13/04/1979,2.161662231,2.755086809,993.0798246,5.018745157,-2.26E-07,17.3742994,23.29375223,0.713592578,12.43686186,0.686416418
14/04/1979,2.83671814,-0.425486485,994.1973487,5.778498041,0.084357208,15.82344645,23.73385654,0.666658069,9.435807521,0.712342436
15/04/1979,-1.545580571,-1.197666783,1007.492582,2.940011604,0.035126923,16.85287146,21.58669464,0.484653916,4.1060816,0.735851044
16/04/1979,-1.081336867,0.470794877,1008.824206,1.741779134,0.053988532,16.07394952,21.95180225,0.569675616,1.485685538,0.746902357
17/04/1979,-0.768756305,-2.706126835,1007.764361,2.859496722,1.781729711,14.47475484,24.61304487,0.551608476,8.0107011,0.735353235
18/04/1979,1.102746231,0.00821627,1008.344194,2.467617514,-2.26E-07,17.00922593,20.81640072,0.566767517,1.276004316,0.758448809
19/04/1979,2.089570073,2.160428387,1001.959685,4.831084406,-2.26E-07,16.73094837,22.75188892,0.670489897,9.523564047,0.738454598
20/04/1979,0.979738272,2.669257249,993.9956193,4.764905177,2.13245948,6.348886143,27.22980767,0.866888288,8.526179756,0.819785988
21/04/1979,1.382347178,2.149558402,986.8636304,5.331720721,1.397328818,9.406118325,27.16875649,0.771567607,7.117660401,0.786379916
22/04/1979,-0.743776258,2.453076551,982.6946964,5.200979268,3.741137025,8.837581917,27.1345983,0.847568534,6.894499584,0.797121336
23/04/1979,-1.562623628,1.348023791,979.5204914,4.731080348,2.912549865,8.601385304,26.89425656,0.818427509,4.47913654,0.805843855
24/04/1979,-4.084208444,-1.16464789,980.8241389,4.265768183,5.310143797,6.254456859,27.70555236,0.85206959,18.67146287,0.826156887
25/04/1979,-2.693952972,-0.749737646,980.4198802,4.747164129,14.05022914,2.632977272,28.49516818,0.861629767,8.384581235,0.858345356
26/04/1979,-0.223781901,2.373555694,989.4498219,5.214065158,5.837978154,5.694943211,29.03645583,0.865335679,6.760033552,0.822558041
27/04/1979,1.003322605,-0.191641779,995.856003,5.805614573,1.840004771,12.48012253,25.56820076,0.775714353,1.183749545,0.78660282
28/04/1979,1.565205403,3.415671427,991.1021237,5.297580665,0.650515093,18.60690772,23.75759185,0.7072782,14.61931691,0.732566029
29/04/1979,4.123773065,4.143840144,975.2120417,6.60325688,0.553478299,11.6561348,26.43251522,0.689543515,35.35965025,0.791690965
30/04/1979,2.713611339,0.170159357,959.7432202,4.796364283,6.547952854,9.799595571,26.49094714,0.721795897,9.486832314,0.814825367
01/05/1979,3.648109416,1.408413034,968.9593198,5.231579879,2.571060627,18.73621855,21.61082543,0.544129878,17.0754684,0.769549764
02/05/1979,0.841127408,2.71965197,977.0709705,4.100702114,1.345964659,19.92673493,22.05978734,0.582608857,8.278149623,0.7512862
03/05/1979,2.124024647,-0.71743991,975.8170833,5.4836722,1.203373003,15.09720914,25.16209311,0.511150155,5.547890238,0.776129682
04/05/1979,1.962200661,3.978623081,987.8220559,4.316737823,0.895836341,19.03094116,23.06072454,0.656451364,20.56662757,0.755804733
05/05/1979,2.202923229,3.760058497,995.1652352,4.881610907,1.325246581,20.56547248,22.28888589,0.629602714,19.57288606,0.748686592
06/05/1979,1.579958808,3.266906044,1000.179147,5.247200158,1.396775905,19.84573683,23.04427219,0.689236272,13.95531199,0.751031634
07/05/1979,1.582202081,2.84996105,999.1555376,4.866384895,1.350504039,19.95680376,23.71545033,0.697834063,11.50525826,0.743515903
08/05/1979,-0.811120276,1.071300193,998.4168984,4.651964585,2.254019245,15.21930595,24.42127931,0.731490934,1.908408041,0.795110175
09/05/1979,0.246118926,0.520359367,1001.651737,5.243537601,0.924199663,18.16137161,24.08999104,0.701648054,0.354778296,0.766724271
10/05/1979,0.891060756,-2.468781731,1001.558987,7.132063247,1.725595582,18.03701925,25.26321283,0.514851198,6.972111583,0.756095529
11/05/1979,0.284915601,-0.064604366,1004.966646,7.016479395,0.050524847,24.08961501,21.74121181,0.474233596,0.144589275,0.725284104
12/05/1979,2.768009684,2.699733048,1005.373054,7.898529917,-2.26E-07,22.88740605,23.21946794,0.587303884,15.24688822,0.724152857
13/05/1979,2.1474243,2.596039001,1006.59735,8.844876339,0.01042811,15.62668156,26.07987684,0.732611842,11.67659567,0.781700806
14/05/1979,4.092245291,4.017940473,999.7221414,13.1340302,0.17874158,17.47386182,28.86751678,0.641829021,33.67058513,0.726063375
15/05/1979,3.308722515,3.578052487,995.2090444,12.16011011,0.863894896,22.14297889,26.86788738,0.701743256,24.07825746,0.690150257
16/05/1979,0.294533228,2.004484415,990.908394,11.09817615,0.042438917,19.41782475,26.27126313,0.680043333,4.220636849,0.739378696
17/05/1979,0.807023466,5.057062238,982.0710994,10.78068291,3.251118241,13.58166803,28.56782226,0.773464033,26.8030064,0.783903856
18/05/1979,2.549794118,5.992952431,988.2315639,9.588323205,1.791227375,13.49596069,28.82746795,0.733627242,42.52966435,0.783612584
19/05/1979,3.141830604,4.771724248,991.2797812,8.700926466,2.032873031,16.50144993,27.61103413,0.728761147,33.24939502,0.764721788
20/05/1979,0.986114172,0.514213157,1003.214257,9.164016285,2.466640079,21.63077299,22.64864722,0.404815213,1.263557642,0.764458262
21/05/1979,-3.005192025,1.268786117,998.7780052,9.939244528,2.343803845,19.87893837,25.93789579,0.590021,10.76922968,0.74758543
22/05/1979,-0.94226065,2.095557716,997.445432,9.941393896,3.857592354,11.34957778,28.86510385,0.780495873,5.36552785,0.811730537
23/05/1979,-0.759220113,1.926429747,996.0968768,10.55808217,2.651304931,11.71038307,28.9215243,0.790862498,4.376152866,0.808691008
24/05/1979,-0.474726247,1.853658764,990.7548839,12.93616615,12.86342571,10.42486851,30.09631559,0.71703706,3.789931525,0.810982006
25/05/1979,0.780478968,3.400032735,983.263891,11.86943316,13.83407939,15.56731076,29.59309659,0.716763893,13.52777179,0.761821985
26/05/1979,1.136650567,3.489032077,992.5553508,10.20656168,1.509952645,17.88977682,25.52306005,0.683655431,13.53762419,0.782921045
27/05/1979,-1.573435824,3.541878827,992.0645347,10.3479336,14.71510887,9.841880122,28.50309318,0.807660276,15.23641664,0.835144144
28/05/1979,1.907320843,0.692208234,992.4636496,11.02828839,7.299121885,8.049067628,29.35938588,0.672562089,4.567215574,0.844612378
29/05/1979,0.615508922,5.426312099,996.9957928,10.96488017,1.296604167,11.98087614,27.20036319,0.812334743,30.13114183,0.828984446
30/05/1979,1.596352095,3.348711851,1001.39006,14.74550937,11.25178252,11.19837404,31.64330336,0.737864592,13.79776611,0.793389149
31/05/1979,-1.684035595,0.214493166,1006.310002,16.80426778,0.018224723,23.87777162,28.10309116,0.643606529,3.368500821,0.680503439
01/06/1979,-1.299559473,2.64259785,1006.613896,20.20350131,0.090557206,24.9588214,29.88387961,0.607735068,8.69999996,0.635296809
02/06/1979,-0.455704622,-3.448914962,1013.625256,18.91288057,0.05598347,26.32551315,28.96762193,0.506708784,12.31135453,0.629049734
03/06/1979,-3.144814217,-1.466644956,1019.14544,18.16331963,0.165864094,25.94597579,28.88846136,0.462459103,13.12652395,0.639006313
04/06/1979,-0.737712113,1.105406979,1012.466831,17.85348169,0.029615317,27.51193215,27.26972751,0.478884703,1.972217648,0.641539217
05/06/1979,0.383558148,0.426280013,1003.875073,19.17991405,-2.26E-07,27.35348396,27.11268503,0.397738222,0.416430376,0.648417623
06/06/1979,0.729496842,1.031159469,1000.367123,19.89994431,-2.26E-07,27.49736817,27.37029895,0.427813006,1.618189407,0.642973404
07/06/1979,1.609974257,2.051864584,998.1794193,19.47688947,-2.26E-07,29.01663334,26.88288602,0.504554363,6.894329924,0.626057024
08/06/1979,1.305815885,3.363955052,991.3916812,15.5030986,0.091051132,24.39580102,27.59272621,0.693695762,13.68502835,0.690490552
09/06/1979,0.738228932,-0.429441974,986.0918787,13.22269866,9.678853037,11.74463985,29.48451998,0.688587632,2.354809513,0.816564887
10/06/1979,0.798327903,1.279488525,996.3767615,14.6304266,-2.26E-07,22.13037204,25.92855603,0.560400196,2.856198813,0.743737511
11/06/1979,0.539158318,2.941615168,1000.559545,14.94067406,-2.26E-07,28.74092513,25.96702641,0.644725868,9.266100917,0.651240954
12/06/1979,0.569529441,2.736475483,998.0442829,14.30132488,-2.26E-07,28.76969348,25.55599883,0.666603321,8.048684193,0.658309472
13/06/1979,0.42454384,2.574852466,989.0935764,13.87330448,-2.26E-07,26.74746481,26.36086227,0.692165778,7.430512713,0.677936817
14/06/1979,1.564811675,4.40382006,981.9541863,12.47846651,0.140972613,20.14478421,27.77984139,0.711547945,22.69296732,0.747355687
15/06/1979,-1.270061579,2.379131681,983.0436365,13.3180166,5.254232188,13.31524251,29.45529085,0.816386267,7.537070125,0.803617477
16/06/1979,2.890321559,1.976446917,992.959854,15.22121299,2.959943576,19.87019437,29.1865547,0.599777703,12.83454637,0.734338261
17/06/1979,3.359075336,-1.462828448,997.502778,16.13711645,0.006586091,28.56478779,25.43925144,0.467500534,13.68037566,0.666179202
18/06/1979,2.184724982,-0.822921978,1001.962608,16.65172925,0.009112249,26.6159077,26.28731484,0.486914046,5.58219762,0.683152879
19/06/1979,0.167984365,0.293998242,1003.612365,18.21264789,0.007683811,24.73406995,28.13590451,0.568974227,0.320382585,0.683854256
20/06/1979,-0.282624662,1.770971128,1003.385591,18.88293623,-2.26E-07,25.43550878,28.91161708,0.587658156,3.278572953,0.661479631
21/06/1979,0.567448147,3.282799699,999.4239131,18.41299375,-2.26E-07,26.04192372,28.17898526,0.617647492,11.18241542,0.663554367
22/06/1979,-0.246774153,3.438734005,995.0864755,17.6935903,1.706729782,21.12186459,28.80266233,0.701983568,11.90613496,0.724287693
23/06/1979,-0.05003658,2.027770103,996.5714818,16.80948242,3.744693422,18.55072638,29.84230043,0.745854231,4.240049801,0.743187397
24/06/1979,-1.66194981,2.276309347,995.0911609,17.00158721,0.8856009,20.92420019,29.14162674,0.696041227,8.034260159,0.722301388
25/06/1979,0.434636982,4.708215287,988.4271394,15.26774994,12.20924497,12.74623733,31.66208601,0.774483947,23.39586877,0.787515347
26/06/1979,2.037008757,5.448227234,991.95077,12.94431739,4.138963213,19.18939413,28.22400766,0.701738173,34.75851013,0.754277803
27/06/1979,4.793762391,4.221678091,989.6399458,13.06923227,3.091651526,16.42865149,28.98291085,0.645926062,42.79630941,0.776453781
28/06/1979,3.187091647,2.810944558,992.0482746,13.45561486,0.663170408,24.16025268,25.79435338,0.652239982,19.13357765,0.722670345
29/06/1979,4.280464814,3.674577376,984.0706159,13.3191762,5.419992228,14.5088807,29.0236284,0.642612766,33.0817741,0.795647788
30/06/1979,3.47979225,0.550946338,982.7103,12.78358558,0.649878842,24.03431387,25.65048771,0.536138418,13.74821201,0.725247817
01/07/1979,1.517692934,-1.693288594,987.4124667,13.30143544,1.626376101,23.48152282,25.4897593,0.552557658,5.29323259,0.733721653
02/07/1979,2.037411136,-0.505708769,992.9325535,12.72287227,1.633343052,26.98358317,24.55272318,0.498556928,4.518567376,0.699359502
03/07/1979,2.876332162,-1.909923645,994.6006488,15.58289673,-2.26E-07,26.70808609,26.09699169,0.447764789,12.41625818,0.680283048
04/07/1979,0.140139468,-1.547861556,1004.032793,16.10388992,-2.26E-07,28.09948841,25.21082272,0.474991134,2.553821801,0.671725974
05/07/1979,1.495241083,-0.909279594,1003.190947,17.64605226,0.107927946,26.34272397,27.66287879,0.544888107,3.335399196,0.659754042
06/07/1979,0.181724998,-1.666886016,998.2183392,17.64469426,0.140049554,22.68292263,28.06037344,0.501728221,2.935218884,0.707037811
07/07/1979,0.346859876,1.651332786,991.3498403,17.04470465,-2.26E-07,28.39002856,26.20807232,0.592540915,3.644856277,0.647565718
08/07/1979,0.326338609,-2.42911089,985.7756131,16.94193111,0.712685114,20.26193544,29.23048974,0.672115162,6.142812739,0.721795292
09/07/1979,-1.087114674,-0.243381416,986.7143602,17.03192786,1.348456669,11.39326834,31.63721513,0.697215002,1.305094737,0.795646485
10/07/1979,0.361497184,-1.202893392,991.2465301,16.21885141,1.653530694,17.1184564,29.64425412,0.741426562,1.634720092,0.753658611
11/07/1979,0.223604539,-2.712125519,998.2345984,17.26701903,3.278923868,19.51130459,28.76922844,0.578052231,7.452521116,0.734141737
12/07/1979,0.162871774,-0.417347121,1000.634117,17.76128052,-2.26E-07,20.15322601,29.42207522,0.57328212,0.496699503,0.716150278
13/07/1979,0.792836748,1.581892802,998.8545795,18.26286899,-2.26E-07,19.4574207,30.04415518,0.586185484,4.103700534,0.715818429
14/07/1979,0.940971063,2.680192011,995.9801138,17.88679643,0.021641901,23.78356567,27.97229625,0.623929397,9.576490285,0.682266892
15/07/1979,2.969293269,-2.020337443,992.1011626,14.69557921,2.391079264,20.70237931,28.08768469,0.643086228,13.87566563,0.722482879
16/07/1979,0.618301151,-3.684936003,992.0937857,14.35171939,2.443911681,12.03492284,29.58353884,0.591440425,14.06170392,0.804099023
17/07/1979,0.257622921,-0.007133444,993.2985003,17.14453568,0.045079904,17.53882986,28.7417746,0.612649186,0.249439261,0.751286406
18/07/1979,0.531646872,4.205550334,983.5083976,14.55258525,6.983948887,9.602667534,30.18938541,0.803476108,19.5701462,0.820365059
19/07/1979,0.613097707,1.535828429,975.3872143,14.24872993,6.471876534,11.31247597,29.69450756,0.70439362,3.603878182,0.807172714
20/07/1979,2.271816272,0.664937196,975.1381753,15.3225088,2.503237646,16.31166427,28.75092533,0.728154166,7.276557418,0.761530795
21/07/1979,3.113878071,0.667924221,977.6740389,14.41423926,9.373396191,16.7813332,28.77075109,0.763869704,12.68798282,0.754170981
22/07/1979,1.818211717,-0.587488745,982.9435901,16.1836406,4.950103191,20.30097578,27.43388165,0.628808662,4.36210015,0.72476888
23/07/1979,0.540469814,-1.461426651,988.4262386,15.55370956,2.221128644,17.95007688,28.29477767,0.60833487,2.471222863,0.742229649
24/07/1979,0.705985423,-0.726424066,989.4784964,14.37598648,4.81910131,16.94450586,28.1576429,0.714021722,1.325132489,0.75460188
25/07/1979,1.175500575,-0.411428306,991.1453021,14.84327366,2.406694903,16.19486616,27.8643786,0.688574377,2.254785746,0.765350708
